Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Anchovy, northern........................",0,0,0,0,0,0,0,0,384444,6926753,4029365,1052644,12393206
"Bonito, Pacific...............................",0,0,0,0,0,0,0,0,0,0,506,0,506
Butterfish (Pacific pompano).....,0,0,0,0,0,0,45,0,760,200,60,0,1065
Cabezon..........................................,651,194,0,0,1580,1029,1799,250,330,600,437,152,7022
"Croaker, white................................",0,0,0,0,0,0,36,4,881,900,1100,0,2921
"Fish, unspecified..........................",0,0,0,96,0,0,0,0,0,0,0,0,96
"Flounder, arrowtooth....................",35,0,0,96,224,12,64,0,2,0,11,0,444
"Flounder, starry.............................",0,0,0,0,0,9,3,41,0,0,0,0,53
"Greenling, kelp..............................",402,46,0,0,339,309,471,94,101,190,53,19,2026
"Greenling, rock..............................",0,0,0,0,2,0,0,0,2,2,0,0,6
Grenadier........................................,3488,3165,4396,10968,13002,13316,12913,8753,6484,8903,6482,8303,100173
"Halibut, California.........................",0,0,0,0,181,7420,11023,20132,3321,196,39,0,42312
"Herring, Pacific..............................",0,0,0,0,0,0,64,0,0,0,0,0,64
Jacksmelt........................................,0,0,0,0,0,0,83,12,5504,2516,1976,0,10091
Lingcod............................................,4,227,32,2,652,780,1905,1798,2618,5108,3246,12,16384
"Mackerel, Pacific..........................",0,0,0,0,0,0,0,0,120,0,0,0,120
"Mackerel, unspecified.................",0,0,0,0,0,0,0,0,20,0,0,0,20
"Ratfish, spotted............................",0,615,0,2,0,0,0,0,0,0,0,0,617
"Rockfish, China.............................",8,0,0,0,2,1,9,5,4,43,25,0,97
"Rockfish, aurora............................",0,0,3,27,6,10,13,18,0,0,0,2,79
"Rockfish, bank...............................",7,26,58,603,5,1218,50,49,2,0,11,0,2029
"Rockfish, black-and-yellow.......",413,239,0,0,696,410,595,326,389,577,1149,365,5157
"Rockfish, black..............................",5,4,0,0,283,293,133,52,111,247,430,72,1630
"Rockfish, blackgill........................",206,276,1579,655,904,1558,1872,1112,597,129,103,551,9542
"Rockfish, blue................................",120,161,0,0,133,207,392,541,132,430,677,375,3166
"Rockfish, bocaccio......................",277,681,16,4,175,145,55,154,373,655,128,80,2742
"Rockfish, brown............................",0,0,0,0,0,59,2,8,16,89,83,0,256
"Rockfish, canary...........................",0,0,0,0,2,0,0,0,0,5,0,0,7
"Rockfish, chilipepper...................",154,609,927,103,597,72,168,2115,39,271,730,213,5996
