Species,January,February,March,April,May,June,July,August,September,October,November,December,,Landings
California Waters,,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,,
"Anchovy, northern........................",0,0,0,0,0,"415,806",0,"125,423","474,312","545,630",0,0,,"1,561,171"
"Bullhead, brown.............................",0,0,0,0,0,0,7,0,0,0,0,0,,7
Cabezon..........................................,0,3,0,0,45,17,93,281,175,5,0,6,,625
"Croaker, unspecifed.....................",0,0,0,0,0,0,0,0,211,0,0,0,,211
"Croaker, white................................",0,9,1,0,0,0,3,435,437,0,0,20,,904
Dolphin (fish).................................,0,0,0,0,0,0,524,0,0,0,0,0,,524
"Eel, monkeyface (prickleback)..",147,44,48,17,0,15,0,0,0,0,0,0,,271
"Fish, unspecified..........................",0,0,0,0,0,0,816,0,0,0,0,0,,816
"Flounder, arrowtooth....................",0,0,0,0,0,0,0,311,86,0,0,0,,397
"Flounder, starry.............................",154,"2,245",568,"1,308",651,156,586,"1,430","1,100","1,201",94,0,,"9,492"
"Greenling, kelp..............................",1,65,0,0,67,43,92,378,230,98,0,19,,993
Grenadier........................................,125,195,0,0,7,0,0,0,32,32,0,0,,391
"Halibut, California.........................","4,024","26,024","14,321","23,657","15,222","23,005","49,554","53,956","24,130","10,385","1,515",0,,"245,793"
"Herring, Pacific - roe...................","689,752","295,336",0,0,0,0,0,0,0,0,0,0,,"985,088"
Jacksmelt........................................,0,5,10,5,0,0,0,0,5,0,0,31,,56
Lingcod............................................,273,194,54,169,"2,383","2,094","2,255","5,506","6,202","1,984",348,53,,"21,515"
"Mackerel, Pacific..........................",84,0,208,100,0,112,13,35,2,2,0,0,,555
"Mackerel, jack................................",1,1,475,250,0,0,2,0,3,0,0,0,,731
"Mackerel, unspecified.................",93,0,722,5,0,0,0,76,0,0,0,0,,896
"Midshipman, plainfin....................",0,0,2,9,0,230,162,0,0,0,0,0,,403
"Mudsucker, longjaw.....................",38,0,0,0,0,0,0,0,0,0,129,277,,444
Oilfish..............................................,25,508,0,0,0,0,131,0,0,0,0,0,,664
Opah................................................,109,"1,855",0,0,0,0,"10,368",0,0,0,0,373,,"12,705"
"Rockfish, China.............................",0,30,0,0,29,60,55,21,0,72,0,0,,267
"Rockfish, aurora............................",4,6,0,0,0,2,0,0,0,0,0,0,,12
"Rockfish, black-and-yellow.......",0,0,0,0,0,0,28,15,2,7,0,0,,52
"Rockfish, black..............................",11,17,0,0,103,39,176,393,139,161,18,67,,"1,124"
"Rockfish, blackgill........................",11,82,0,9,0,16,35,59,587,729,1,0,,"1,529"
"Rockfish, blue................................",204,150,0,0,76,6,27,168,242,291,35,274,,"1,474"
"Rockfish, bocaccio......................",0,0,0,0,0,432,448,998,593,101,0,0,,"2,572"
"Rockfish, brown............................",13,281,0,0,"1,236",779,997,"1,362","1,636",662,265,159,,"7,390"
"Rockfish, canary...........................",0,0,0,0,0,25,34,130,"3,626",5,0,0,,"3,820"
"Rockfish, chilipepper...................",0,0,0,0,0,"2,664",782,937,"1,033",287,0,0,,"5,703"
"Rockfish, copper...........................",3,21,0,0,72,125,72,94,25,38,0,11,,461
"Rockfish, cowcod.........................",0,0,0,0,0,0,5,5,20,12,0,0,,42
"Rockfish, darkblotched...............",0,0,0,6,0,0,0,0,0,18,0,0,,24
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, gopher...........................",0,58,0,0,103,147,112,448,180,161,0,30,"1,239"
"Rockfish, grass.............................",0,0,0,0,0,0,98,5,0,0,0,0,103
"Rockfish, greenspotted...............",0,0,0,0,0,0,9,1,0,0,0,0,10
"Rockfish, greenstriped................",0,0,0,0,0,1,10,0,7,0,0,0,18
"Rockfish, group bolina................",0,0,0,0,0,0,0,0,76,0,0,0,76
"Rockfish, group rosefish............",0,0,0,0,0,0,0,0,3,0,0,0,3
"Rockfish, group shelf..................",0,0,0,0,0,3,3,0,33,27,0,0,66
"Rockfish, group slope.................",0,0,0,0,0,0,0,2,0,0,0,0,2
"Rockfish, olive...............................",2,3,0,0,6,6,35,23,28,10,0,0,112
"Rockfish, quillback.......................",0,0,0,0,0,6,0,17,0,0,0,0,23
"Rockfish, rosy...............................",0,0,0,0,3,5,11,10,6,3,0,0,37
"Rockfish, shortbelly.....................",0,0,0,0,0,0,0,0,7,10,0,0,17
"Rockfish, starry.............................",0,0,0,0,0,5,0,0,3,2,0,0,10
"Rockfish, treefish.........................",0,0,0,0,0,0,2,0,3,0,0,0,5
"Rockfish, vermilion.......................",4,25,0,0,144,127,217,579,233,208,0,22,"1,560"
"Rockfish, widow............................",0,0,0,0,0,1,0,10,0,0,0,0,12
"Rockfish, yellowtail......................",0,0,0,31,51,27,2,144,78,39,26,14,412
Sablefish.........................................,"11,224","29,962","13,277","5,417","1,688","12,071","17,639","26,767","14,262","35,126","2,226",825,"170,484"
"Salmon, Chinook...........................",0,0,0,0,"23,655","3,159",260,"105,967","57,980","7,913",0,0,"198,933"
"Salmon, Roe (Chinook, Coho)....",0,0,0,0,1,10,0,232,222,53,0,0,518
"Sanddab, Pacific..........................",0,95,0,0,0,"4,930","1,095","22,590","10,486","10,565",0,0,"49,761"
Sanddab..........................................,0,243,1,0,200,0,"3,965",0,0,0,0,0,"4,409"
"Sardine, Pacific.............................",0,0,"1,220",900,0,0,0,"10,439",0,0,0,0,"12,559"
"Sculpin, staghorn.........................",0,0,2,9,0,0,0,3,29,51,8,1,103
"Seabass, white.............................",112,59,0,33,95,178,"1,329","2,734","1,271",102,0,0,"5,913"
"Seaperch, striped.........................",394,"1,257",69,66,0,0,0,0,0,0,0,0,"1,786"
"Shad, American.............................",0,0,0,0,0,0,5,0,0,0,0,0,5
"Shark, brown smoothhound.......",0,103,0,0,11,0,0,0,6,0,0,0,120
"Shark, leopard...............................",246,117,0,886,261,0,340,249,10,42,0,20,"2,171"
"Shark, sevengill............................",30,0,0,0,0,0,0,0,0,0,0,0,30
"Shark, shortfin mako....................",188,856,0,0,0,0,355,0,0,55,0,0,"1,454"
"Shark, sixgill...................................",230,0,50,0,0,0,0,0,0,0,0,0,280
