Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern.............................",0,0,0,"11,060","14,108","12,688",0,0,0,0,0,0,"37,856"
"Barracuda, California.........................",0,0,0,0,0,0,0,0,11,13,0,0,24
"Blackfish, Sacramento......................",0,264,722,0,0,0,0,0,0,0,0,0,986
Butterfish (Pacific pompano).........,0,0,36,0,0,198,0,0,14,0,0,0,248
Cabezon............................................,52,585,31,0,45,155,0,0,0,550,0,0,"1,418"
Carp..................................................,"8,701","2,229","3,703",0,0,0,0,0,0,0,"1,393","1,184","17,210"
"Croaker, white...................................","11,432","3,380","6,835","7,201","6,030","3,164","4,553","6,935","3,279","2,184",900,"1,118","57,011"
"Eel, California moray.........................",0,0,0,0,0,0,0,4,0,0,0,0,4
"Eel, monkeyface................................",14,0,0,12,0,0,0,0,5,0,32,0,62
Eel.....................................................,0,0,11,0,0,0,0,0,0,0,0,0,11
"Fish, unspecified...............................",0,0,0,0,25,0,1,0,0,0,0,0,26
"Flounder, arrowtooth.........................",0,327,0,0,0,286,0,0,0,0,0,0,613
"Flounder, starry.................................","9,168","12,602","7,179","2,395","1,939","2,143",0,3,132,"1,201","3,177",824,"40,763"
"Flounder, unspecified........................",0,0,53,15,0,0,0,0,0,0,0,0,68
"Goby, yellowfin..................................",0,0,2,0,0,0,0,0,0,72,50,16,140
"Goby, zebra......................................",0,0,0,0,0,0,0,0,72,20,0,0,92
"Greenling, kelp..................................",149,126,1,0,11,39,0,2,0,0,0,0,329
Grenadiers........................................,0,550,0,0,0,416,154,0,"3,737","1,900","3,391",0,"10,148"
Hagfishes..........................................,0,0,0,0,0,0,0,17,0,0,0,0,17
"Halibut, California..............................","40,253","41,534","31,644","11,836","16,584","17,906","38,364","41,675","20,002","21,867","16,390","32,085","330,141"
Herring roe on kelp............................,0,"90,661",0,0,0,0,0,0,0,0,0,0,"90,661"
"Herring, Roe......................................","2,816,375","3,594,359",0,0,2,0,0,0,0,0,0,"362,922","6,773,657"
Jacksmelt..........................................,0,9,0,0,0,0,0,0,24,0,0,0,34
Lingcod.............................................,355,893,"2,755","1,143","1,424","2,307","2,678","2,821","1,100",243,0,0,"15,720"
"Mackerel, bullet.................................",292,0,0,0,0,0,0,0,0,0,0,0,292
"Mackerel, unspecified........................",0,3,0,0,0,0,0,0,0,0,0,0,3
"Midshipman, plainfin..........................",0,0,0,0,0,5,0,0,0,0,0,0,5
Opah.................................................,0,0,0,42,3,0,0,0,76,0,0,0,121
"Rockfish, China.................................",123,112,3,0,21,53,107,84,0,0,0,0,503
"Rockfish, bank..................................","1,472","4,769","9,522","36,143",550,0,121,0,193,0,6,0,"52,776"
"Rockfish, black-and-yellow................",118,56,0,0,10,78,230,642,5,0,0,0,"1,139"
"Rockfish, black..................................",649,538,75,0,240,469,823,"1,843",58,0,1,0,"4,695"
"Rockfish, blackgill..............................",49,605,725,"1,311",0,20,299,"2,234","1,539","1,255","3,007",489,"11,532"
"Rockfish, blue...................................",82,411,123,815,38,38,200,172,53,0,0,0,"1,933"
"Rockfish, bocaccio............................",782,"1,837","4,861","1,120",685,"1,662",56,0,0,0,0,0,"11,003"
"Rockfish, brown.................................",777,"1,170",0,0,62,70,530,179,0,167,8,1,"2,964"
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, canary................................",12,12,115,0,200,4,145,7,0,0,5,0,500
"Rockfish, chilipepper.........................","7,180","10,757","17,306","24,403","19,499","14,986","8,951",0,27,124,19,0,"103,251"
"Rockfish, copper...............................",792,791,0,0,14,84,49,25,0,0,0,0,"1,754"
"Rockfish, darkblotched......................",0,0,0,0,0,0,10,0,0,0,0,0,10
"Rockfish, flag....................................",0,4,3,0,0,0,0,0,0,3,0,0,10
"Rockfish, gopher...............................",28,197,18,0,121,218,308,666,0,0,0,0,"1,556"
"Rockfish, grass.................................",99,164,0,0,25,148,92,430,12,0,0,0,970
"Rockfish, greenblotched....................",18,0,0,0,0,0,0,0,0,0,0,0,18
"Rockfish, greenspotted......................",141,432,0,0,0,25,0,0,0,0,0,0,598
"Rockfish, greenstriped.......................",0,0,0,48,0,0,58,0,0,1,0,0,107
"Rockfish, group bolina.......................","1,722","2,155",22,71,"1,720","3,046","2,174","2,342",28,0,3,0,"13,282"
"Rockfish, group gopher.....................",32,55,0,0,8,15,10,65,23,0,0,0,208
"Rockfish, group red...........................",6,13,0,9,38,0,0,35,1,0,138,0,239
"Rockfish, group rosefish....................",142,314,"4,736","8,379",227,403,0,0,260,"1,907",548,0,"16,917"
"Rockfish, group shelf.........................",183,105,8,35,0,"4,482",0,0,0,0,0,0,"4,813"
"Rockfish, group slope........................","5,552","4,270","47,692","1,110",0,0,0,100,175,0,0,0,"58,899"
"Rockfish, group small........................",82,"2,663","2,575",0,9,0,0,781,4,0,0,0,"6,114"
"Rockfish, olive...................................",1,42,10,0,0,2,21,0,0,0,0,0,77
"Rockfish, quillback............................",512,709,0,0,20,0,37,0,0,0,0,0,"1,278"
"Rockfish, rosethorn...........................",118,59,0,0,0,0,0,0,0,0,0,0,177
"Rockfish, rosy...................................",35,40,0,0,0,0,0,11,0,0,0,0,86
"Rockfish, splitnose............................","3,125","2,942",0,0,259,0,"2,623",629,457,532,"5,105",0,"15,672"
"Rockfish, unspecified........................",505,701,693,"15,526",305,"3,323",0,183,0,0,0,0,"21,236"
"Rockfish, vermilion............................",215,597,13,0,45,238,9,0,0,0,0,0,"1,116"
"Rockfish, widow................................",136,289,834,163,75,185,0,0,0,0,0,0,"1,682"
"Rockfish, yelloweye...........................",5,0,20,0,0,0,0,0,0,0,0,0,25
"Rockfish, yellowtail............................",129,480,240,685,231,7,5,23,41,0,34,0,"1,873"
Sablefish...........................................,"10,043","25,376","14,375","13,906","25,091","21,904","19,006","20,308","55,043","29,578","29,047","8,998","272,675"
"Salmon, Roe (Chinook and Coho)",0,0,0,0,0,0,19,137,25,0,0,0,182
