Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern...........................",0,0,0,91,0,0,0,0,0,0,0,0,91
"Bonito, Pacific..................................",0,0,0,0,0,0,0,0,84,127,0,602,813
Cabezon...........................................,11,0,0,0,9,321,129,214,127,29,37,53,929
Carp..................................................,"2,362",0,0,0,0,0,0,0,868,0,0,0,"3,230"
"Croaker, unspecifed........................",0,0,65,0,0,0,0,1,0,0,7,0,73
"Croaker, white..................................",0,8,43,0,114,125,185,60,0,27,1,0,563
Dolphin (fish).....................................,0,0,0,0,0,0,0,0,0,0,297,0,297
"Flounder, starry.................................",719,"2,224","3,354","2,134",286,378,"1,518",260,"1,236",977,"3,727","2,982","19,795"
"Flounder, unspecified......................",0,0,85,0,0,0,0,132,0,87,0,0,304
"Goby, yellowfin................................",177,0,0,0,0,0,0,0,0,0,0,0,177
"Greenling, kelp.................................",4,7,0,0,17,11,36,5,0,0,0,0,80
Grenadier.........................................,0,0,575,987,0,277,0,0,0,0,0,0,"1,839"
"Halibut, California............................","4,729","20,095","27,635","8,528","10,587","11,873","42,275","18,952","18,522","12,439","13,149","12,202","200,985"
"Herring, Pacific - roe on kelp.........","14,849","17,189",0,0,0,0,0,0,0,0,0,0,"32,038"
"Herring, Pacific - roe.......................","927,492","452,355",0,0,0,0,0,0,0,0,0,150,"1,379,997"
Jacksmelt..........................................,0,0,0,0,0,0,118,"1,281",659,0,0,2,"2,060"
Lingcod.............................................,65,330,"1,017",354,"2,448","2,953","2,417","2,420","4,250","1,239",769,310,"18,573"
"Mackerel, jack.................................",0,0,0,0,0,0,0,0,26,0,0,0,26
Oilfish.................................................,0,0,0,0,0,0,0,0,0,0,291,0,291
Opah.................................................,0,0,0,0,0,0,0,0,0,0,"1,822",0,"1,822"
"Rockfish, China.................................",0,42,0,0,59,79,175,334,242,43,41,10,"1,026"
"Rockfish, Mexican............................",0,8,0,0,0,0,0,0,0,0,0,0,8
"Rockfish, bank..................................",361,"8,621",0,"18,111",398,280,250,300,90,549,"8,904",0,"37,864"
"Rockfish, black-and-yellow...........",0,0,0,0,6,219,35,34,184,47,61,60,646
"Rockfish, black.................................",0,17,0,0,73,135,149,404,276,166,164,260,"1,643"
"Rockfish, blackgill.............................",125,80,30,183,25,23,145,480,"1,166",146,0,0,"2,403"
"Rockfish, blue...................................",6,70,0,0,7,1,104,138,154,64,60,117,720
"Rockfish, bocaccio..........................",0,21,0,0,12,20,27,90,281,0,71,0,522
"Rockfish, brown................................",60,226,6,2,"1,114",773,953,"1,059","1,809",839,678,415,"7,933"
"Rockfish, canary...............................",0,16,192,0,237,43,10,53,404,0,65,0,"1,020"
"Rockfish, chilipepper.......................",731,"1,867","2,956","2,994","2,721","4,580","2,674","11,978","9,965","4,212","12,586","3,450","60,714"
"Rockfish, copper..............................",48,54,0,0,30,132,178,61,72,56,18,4,653
"Rockfish, darkblotched...................",0,20,0,0,34,12,0,0,0,530,0,0,596
"Rockfish, flag....................................",0,0,0,0,0,32,0,0,0,0,0,0,32
"Rockfish, gopher..............................",34,20,0,0,386,724,330,940,763,204,299,608,"4,308"
"Rockfish, grass..................................",2,0,0,0,16,61,17,97,71,74,51,57,446
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, greenblotched.................",0,0,0,0,0,25,0,0,0,0,0,0,25
"Rockfish, greenspotted...................",10,0,0,0,645,10,0,0,220,57,0,0,942
"Rockfish, group bocaccio/chili.......",0,0,642,0,0,0,0,0,0,0,0,0,642
"Rockfish, group bolina.....................",0,0,0,0,0,73,0,65,38,8,1,0,185
"Rockfish, group gopher...................",0,0,0,0,0,0,20,0,112,5,71,0,208
"Rockfish, group nearshore..............",0,0,0,0,0,0,0,170,0,0,0,0,170
"Rockfish, group red..........................",0,0,0,0,86,3,2,0,0,0,0,0,91
"Rockfish, group rosefish...................",0,0,0,0,0,0,0,0,0,0,90,0,90
"Rockfish, group shelf........................",0,0,0,0,200,0,0,0,0,0,0,0,200
"Rockfish, group slope......................",0,293,193,"5,091",475,"5,915",184,34,83,168,"1,662",0,"14,098"
"Rockfish, olive...................................",0,0,0,0,0,9,40,163,87,62,31,20,413
"Rockfish, quillback...........................",56,63,0,0,10,80,219,193,137,93,0,0,850
"Rockfish, redbanded.......................",0,0,0,0,42,0,0,0,0,0,0,0,42
"Rockfish, rosy....................................",50,0,0,0,0,4,53,89,94,30,38,0,359
"Rockfish, splitnose............................","6,806","1,441",692,"1,501",819,"6,622",978,"2,253","5,636","16,215","3,762",807,"47,532"
"Rockfish, starry..................................",37,43,0,0,6,84,39,32,29,7,0,0,276
"Rockfish, treefish...............................",0,0,0,0,0,2,0,0,2,0,0,0,4
"Rockfish, vermilion............................",47,14,0,0,36,136,210,257,341,376,81,45,"1,542"
"Rockfish, widow...............................",0,19,0,0,0,0,0,272,39,0,7,0,337
"Rockfish, yellowtail...........................",71,23,0,0,197,211,210,126,883,613,287,15,"2,636"
Sablefish............................................,"15,498","9,578","14,525","31,729","25,507","30,544","24,925","49,398","49,468","34,159","15,390","7,447","308,168"
Sanddab...........................................,0,314,"32,910","23,888","22,285","35,905","44,508","17,198","5,540",676,200,235,"183,659"
"Sardine, Pacific................................",0,0,0,0,0,0,"285,154","87,648","729,302",0,0,0,"1,102,104"
"Sculpin, staghorn.............................",103,33,32,102,190,191,267,375,565,"1,079","1,509",510,"4,955"
"Seabass, white.................................",0,13,0,0,0,27,179,81,96,0,19,0,415
"Shad, American...............................",0,0,0,11,0,0,0,0,0,0,0,0,11
"Shad, threadfin................................",0,0,0,0,0,0,100,0,0,0,0,0,100
"Shark, brown smoothhound...........",0,"1,549",0,0,0,0,0,0,0,0,0,0,"1,549"
"Shark, leopard..................................",447,394,46,0,116,174,97,115,152,216,110,222,"2,089"
"Shark, shortfin mako........................",0,0,0,0,0,0,0,0,0,0,"3,025",0,"3,025"
"Shark, soupfin...................................",123,87,49,0,0,44,0,15,52,52,816,147,"1,385"
