Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
"Anchovy, northern........................",2298,0,7684,320,18688,0,0,6,5345,1081,1629,1422,38473
"Barracuda, California...................",0,83,0,0,1093,4739,0,0,0,0,0,0,5915
"Bass, giant sea.............................",0,0,11,0,0,462,228,0,0,0,0,0,701
"Bonito, Pacific...............................",0,0,0,0,3,0,0,0,0,21,0,0,24
Butterfish (Pacific pompano).....,658,0,475,30,365,177,0,0,0,0,0,0,1705
Cabezon..........................................,7,2,0,0,15,29,6,20,2,0,116,7,204
"Croaker, yellowfin.........................",0,0,0,2,0,0,0,0,0,0,0,0,2
Dolphin (fish).................................,0,0,0,0,0,0,108,26,48,0,0,710,892
"Eel, California moray....................",0,0,0,0,0,1110,0,668,0,0,0,0,1778
Eel.....................................................,0,0,0,0,0,0,0,52,0,0,0,0,52
"Fish, unspecified..........................",21,0,0,0,0,0,0,0,0,0,0,0,21
Grenadier........................................,97,64,0,281,66,0,0,373,0,40,0,508,1427
"Grunion, California........................",0,0,0,0,0,1,0,0,0,0,0,0,1
"Guitarfish, shovelnose................",63,0,8,0,0,0,3,0,0,0,0,0,74
Hagfishes.......................................,6248,1739,1983,11819,18004,9644,6541,5481,6780,6965,9536,7108,91848
Halfmoon.........................................,0,0,0,15,0,0,0,0,0,0,0,0,15
"Halibut, California.........................",1377,525,594,422,497,476,1465,1398,847,2018,196,72,9886
Jacksmelt........................................,14,0,0,151,0,0,0,0,0,0,0,0,165
Lingcod............................................,31,42,0,0,50,47,40,208,152,48,94,0,710
"Lizardfish, California....................",221,0,169,20,378,2749,0,0,0,355,0,0,3892
"Mackerel, Pacific..........................",24566,26530,211539,3334792,3825720,551269,120052,468763,393442,1669089,353698,30208,11009668
"Mackerel, jack................................",60,419,36843,553794,652248,38151,2743,508,6050,212089,19344,0,1522249
"Mackerel, unspecified.................",1267,102,0,0,162,399,0,130,0,65,9998,0,12123
"Midshipman, plainfin....................",0,10,41,0,0,0,0,0,16,0,0,0,67
Opah................................................,331,0,0,0,0,0,98,0,0,0,0,0,429
Opaleye...........................................,3,0,65,14,4,0,9,2,0,0,0,0,97
"Ray, Pacific electric....................",0,0,14,0,0,0,0,0,0,0,0,0,14
"Ray, bat...........................................",120,0,0,0,11,50,3726,675,420,458,0,0,5460
"Rockfish, China.............................",0,0,0,38,0,0,0,0,0,0,0,0,38
"Rockfish, aurora............................",7,0,21,0,0,26,2,23,38,70,29,38,254
"Rockfish, bank...............................",0,0,0,0,0,0,0,0,0,7,0,0,7
"Rockfish, blackgill........................",7,37,343,125,624,568,94,702,349,1610,977,625,6059
"Rockfish, blue................................",11,26,0,0,0,0,0,0,23,21,16,0,97
"Rockfish, bocaccio......................",177,575,0,114,99,48,208,369,162,72,115,396,2333
"Rockfish, brown............................",9,36,0,0,86,15,0,0,6,26,0,0,178
"Rockfish, chilipepper...................",6,11,0,0,3,2,3,5,15,29,0,7,80
"Rockfish, copper...........................",101,100,0,0,255,97,17,8,79,136,215,84,1092
"Rockfish, flag.................................",42,69,0,2,17,0,72,0,24,1,15,52,291
"Rockfish, grass.............................",8,0,0,0,15,0,4,0,0,0,0,0,27
"Rockfish, greenblotched.............",27,61,0,0,0,0,0,0,0,0,0,0,88
"Rockfish, greenspotted...............",35,128,0,0,89,1,122,235,241,2,27,111,989
"Rockfish, greenstriped................",11,3,0,0,2,1,0,0,7,11,0,15,50
"Rockfish, group red......................",0,0,0,152,0,0,3,0,362,0,0,50,567
"Rockfish, group rosefish............",0,0,0,0,15,0,0,5,0,12,0,0,32
"Rockfish, group shelf..................",117,218,0,0,312,376,256,589,267,513,286,315,3249
"Rockfish, group slope.................",0,0,0,0,0,0,0,0,102,200,0,0,302
"Rockfish, kelp................................",0,0,0,0,0,0,0,0,0,0,11,0,11
"Rockfish, olive...............................",0,18,0,0,6,16,0,23,11,0,0,0,74
"Rockfish, pinkrose........................",15,0,0,0,0,0,0,0,0,0,0,0,15
"Rockfish, quillback.......................",0,0,0,0,0,0,0,0,0,0,17,0,17
"Rockfish, rosethorn......................",0,2,0,0,0,0,0,0,0,0,0,0,2
"Rockfish, rosy...............................",15,52,0,0,49,5,75,97,201,9,14,39,553
"Rockfish, speckled.......................",0,1,0,0,0,0,0,0,0,0,0,25,26
"Rockfish, splitnose......................",0,0,1,0,0,0,0,0,0,82,184,16,282
"Rockfish, squarespot..................",0,0,0,0,1,13,8,24,40,27,16,0,127
"Rockfish, starry.............................",64,192,0,0,58,0,126,118,243,13,69,106,987
"Rockfish, unspecified..................",0,0,0,0,0,0,0,0,0,0,0,32,32
"Rockfish, vermilion.......................",659,443,0,0,386,67,74,579,184,11,100,39,2541
"Rockfish, widow............................",6,172,0,0,7,4,88,311,76,2,28,47,739
"Rockfish, yellowtail......................",0,13,0,0,2,0,0,24,3,0,21,104,167
Sablefish.........................................,14914,7963,5501,8662,6123,11188,9882,10624,9214,8030,9090,9905,111095
Sanddab..........................................,742,442,529,375,1007,1411,870,684,1502,1608,1688,1187,12045
"Sardine, Pacific.............................",0,3,301404,1008731,1175935,73358,71050,63905,235631,215378,7166,0,3152561
"Sardine, juvenile...........................",0,0,0,0,28,0,0,0,0,0,0,0,28
Sargo...............................................,1,0,0,0,0,0,0,3,1,0,0,0,5
"Scorpionfish, California...............",26,7,119,0,653,464,596,495,24,6,0,0,2390
"Seabass, white.............................",0,0,457,0,0,5909,458,18,0,0,0,0,6842
"Shark, Pacific angel.....................",193,0,0,0,11,0,0,0,0,0,0,0,204
"Shark, brown smoothhound.......",50,0,0,0,0,0,2,0,0,0,0,0,52
"Shark, horn.....................................",0,0,0,0,10,0,0,0,0,0,0,0,10
"Shark, leopard...............................",479,40,0,0,0,47,14,32,0,8,0,0,620
"Shark, shortfin mako....................",79,117,132,72,609,801,1284,23,0,0,0,328,3444
"Shark, soupfin...............................",0,0,0,0,0,58,0,0,0,0,0,0,58
"Shark, spiny dogfish....................",40,0,0,0,0,0,0,0,0,0,0,0,40
"Shark, thresher..............................",331,0,0,0,142,447,826,47,0,0,81,0,1874
"Sheephead, California.................",1491,289,0,0,1998,1185,1689,769,288,301,1156,208,9374
"Skate, longnose............................",24,0,0,0,0,0,0,0,0,0,0,28,52
"Skate, thornback...........................",0,0,3,0,0,0,0,0,0,0,0,0,3
"Skate, unspecified.......................",780,135,234,384,361,60,2214,2991,527,634,35,375,8730
"Sole, Dover.....................................",55,13,16,17,3,17,21,74,43,39,286,59,640
"Sole, English..................................",0,0,4,23,0,0,0,0,0,0,0,0,27
"Sole, unspecified..........................",1342,226,1049,1426,2140,64,2156,1194,87,388,274,0,10346
Splittail............................................,0,0,0,0,16,0,0,0,0,0,0,0,16
Stingray...........................................,2,0,0,2,0,0,1251,325,0,0,0,0,1580
"Surfperch, black............................",0,0,0,0,0,0,0,0,1,0,0,0,1
Swordfish........................................,6148,0,0,0,0,309,749,1209,1753,1516,3307,1046,16036
"Thornyhead, longspine...............",1998,1411,1199,804,1180,1518,1152,1026,1152,1712,1175,661,14986
"Thornyhead, shortspine..............",7386,4801,4346,1664,3293,4617,3292,5488,7049,6874,8841,4163,61811
"Tuna, albacore..............................",0,0,0,0,0,0,0,0,48852,11482,0,0,60334
"Tuna, bluefin..................................",318,0,0,0,0,0,145,814728,69950,0,0,93,885234
"Tuna, skipjack...............................",0,0,0,0,0,0,0,0,1400,39134,0,0,40534
"Tuna, unspecified.........................",0,0,0,0,0,0,0,0,147,0,0,0,147
"Tuna, yellowfin..............................",0,0,0,0,0,0,1873,798,814816,1376455,0,461,2194403
"Turbot, hornyhead........................",382,212,248,254,205,265,384,998,416,200,0,0,3564
Wahoo.............................................,0,0,0,0,0,0,0,0,0,35,0,0,35
"Whitefish, ocean...........................",36,113,0,0,63,37,47,37,119,50,147,179,827
"Whiting, Pacific.............................",0,0,0,5,0,13,15,10,23,0,2,0,68
Yellowtail........................................,0,47,131,10,313,273,1295,1262,23,3839,1734,860,9787
"Crab, box.........................................",80,320,0,1331,511,1018,1109,301,0,0,0,0,4670
"Crab, brown rock...........................",895,1725,2185,2262,1623,1503,902,1151,1014,701,518,519,14998
"Crab, king........................................",0,18,0,0,34,80,0,22,0,0,0,0,154
"Crab, red rock................................",8554,6574,6636,9894,9213,9893,11305,14923,7720,3766,5006,4385,97869
"Crab, rock unspecified................",5495,1176,647,1553,1906,2015,700,1223,623,530,822,12,16701
"Crab, spider....................................",3211,4528,3310,669,1909,2207,2201,2042,1582,1205,904,1586,25353
"Crab, yellow rock..........................",8098,9187,12019,10103,17085,15112,17005,11289,9086,3242,3372,4175,119773
"Lobster, California spiny.............",38488,18956,17875,0,0,0,0,0,0,118471,42030,43631,279451
"Prawn, ridgeback..........................",2978,1431,2895,7082,6705,0,0,0,0,3404,1387,0,25882
"Prawn, spot....................................",12,7084,9753,8973,14285,14128,14256,16309,12308,11849,0,0,108957
"Shrimp, unspecified.....................",0,0,0,0,45,0,0,0,0,0,0,0,45
Sand dollar.....................................,2,0,0,0,0,0,0,0,0,0,0,0,2
"Sea cucumber, giant red............",223,29,0,0,169,2990,5102,2052,10,0,0,0,10575
"Sea cucumber, warty...................",0,197,8816,14487,14195,13141,16023,3416,0,0,0,0,70274
Sea stars........................................,0,0,0,9,0,0,21,0,17,19,0,0,66
"Sea urchin, purple........................",22,12,0,0,22,0,0,0,0,0,0,4,60
"Sea urchin, red..............................",100182,104419,70471,73815,113247,91172,94449,83127,94431,121635,123104,72197,1142247
"Sea urchin, white..........................",0,0,0,0,13,0,2,10,0,0,0,0,25
"Limpet, keyhole.............................",0,59,47,43,68,0,0,56,104,0,0,0,377
"Octopus, unspecified..................",0,7,10,0,50,6,69,2,13,14,13,14,197
Sea hare.........................................,246,262,184,122,167,207,193,88,144,239,58,19,1928
"Snail, sea........................................",0,0,0,0,0,0,0,0,0,0,260,0,260
"Snail, tegula...................................",0,0,0,0,0,0,0,0,0,78,0,0,78
"Squid, market.................................",283889,0,0,0,104349,7692135,7712010,2344822,4880489,6466749,4907531,0,34391974
"Whelk, Kellet's...............................",2393,1054,1727,227,134,78,706,2415,2187,1642,1683,3095,17340
"Algae, marine.................................",0,0,0,0,0,11,42,33,0,0,0,0,86
Kelp..................................................,0,0,0,0,0,0,0,0,0,16,0,0,16
Waters Area Total:,530279,204528,711737,5055086,5999146,8558274,8113524,3871437,6618274,10296324,5518418,191323,55668351
Butterfish (Pacific pompano).....,23,26,0,0,0,0,0,0,0,0,0,0,49
Dolphin (fish).................................,0,204,1738,938,284,0,0,0,0,0,0,0,3164
Escolar............................................,436,469,164,427,0,0,0,0,0,0,0,50,1546
Opah................................................,447,173,646,0,9832,0,0,0,0,0,0,996,12094
"Pomfret, Pacific.............................",0,0,0,0,484,0,0,0,0,0,0,0,484
"Shark, shortfin mako....................",1934,750,465,0,0,0,0,0,0,0,0,0,3149
Swordfish........................................,55599,36283,36386,17357,211,0,0,0,0,0,0,7442,153278
"Tuna, albacore..............................",927,293,387,318,1695,0,0,0,0,0,0,0,3620
"Tuna, bigeye..................................",0,1911,0,0,0,0,0,0,0,0,0,0,1911
"Tuna, unspecified.........................",0,0,1289,649,0,0,0,0,0,0,0,0,1938
"Tuna, yellowfin..............................",0,0,0,0,11103,0,0,0,0,0,0,0,11103
Wahoo.............................................,0,0,24,0,1033,0,0,0,0,0,0,0,1057
Waters Area Total:,59366,40109,41099,19689,24642,0,0,0,0,0,0,8488,193393
Hagfishes.......................................,0,0,0,0,157,0,0,0,0,0,117,0,274
Waters Area Total:,0,0,0,0,157,0,0,0,0,0,117,0,274
Grand Total:,589645,244637,752836,5074775,6023945,8558274,8113524,3871437,6618274,10296324,5518535,199811,55862018
