Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern........................","2,316,453","1,011,317","86,340","1,595,221",0,"2,508",400,0,0,0,0,0,"5,012,239"
"Barracuda, California...................",0,0,0,0,0,0,0,0,0,124,0,0,124
"Bass, kelp.......................................",2,0,0,0,3,0,0,0,0,0,0,0,5
Butterfish (Pacific pompano).....,0,0,0,0,0,215,211,0,0,0,0,0,426
Cabezon..........................................,448,122,0,0,805,"1,300","1,736","1,180","1,308",580,644,392,"8,515"
"Croaker, white................................",0,0,0,0,0,25,76,0,0,0,0,0,101
"Fish, unspecified..........................",0,0,0,0,0,0,0,484,516,0,0,0,"1,000"
"Flounder, arrowtooth....................",0,0,0,0,6,0,113,45,0,0,0,0,164
"Flounder, starry.............................",0,0,0,0,0,0,8,18,0,15,25,0,65
"Greenling, kelp..............................",48,49,0,0,153,407,556,225,352,131,292,178,"2,390"
"Greenling, rock..............................",0,0,0,0,0,0,0,0,2,2,0,2,5
Grenadier........................................,"15,653","3,910","9,923","23,028","3,968","14,397","2,985","11,456","16,548","8,231","2,430","4,731","117,260"
"Halibut, California.........................",38,0,34,31,771,595,"13,472","10,335","2,360",837,189,9,"28,672"
Jacksmelt........................................,0,0,0,0,0,"2,650","2,000",0,0,0,0,0,"4,650"
Lingcod............................................,0,5,0,3,449,717,"1,059","1,233","1,574",642,409,41,"6,132"
Louvar..............................................,0,0,0,0,0,0,0,0,0,0,97,0,97
"Mackerel, Pacific..........................","221,011",0,0,0,0,0,0,0,0,0,0,0,"221,011"
Opah................................................,0,0,0,0,0,0,0,513,0,0,488,0,"1,001"
"Pomfret, Pacific.............................",0,0,0,0,0,0,0,508,0,0,0,0,508
"Ratfish, spotted............................",0,0,5,2,0,0,0,0,0,0,0,145,152
"Rockfish, China.............................",0,4,0,0,4,14,22,18,27,3,23,6,120
"Rockfish, aurora............................",130,0,3,18,18,2,15,28,0,1,18,1,234
"Rockfish, bank...............................",0,25,"2,445",5,7,"1,019",72,189,20,0,0,16,"3,798"
"Rockfish, black-and-yellow.......",559,147,0,0,414,766,999,600,714,455,371,307,"5,332"
"Rockfish, black..............................",24,17,0,0,7,11,42,32,329,15,11,5,492
"Rockfish, blackgill........................","1,522","2,369","4,120","1,962","2,233","2,627","1,831","1,911","1,444",250,116,72,"20,456"
"Rockfish, blue................................",35,24,0,0,1,53,43,144,107,65,8,2,482
"Rockfish, bocaccio......................",486,17,0,0,3,12,198,235,221,234,47,91,"1,542"
"Rockfish, brown............................",106,18,0,0,64,51,52,13,17,0,0,0,320
"Rockfish, canary...........................",0,0,0,0,0,0,4,6,5,3,0,0,18
"Rockfish, chilipepper...................",300,160,210,20,122,"1,981","2,108",826,"2,869","3,067","1,123",39,"12,825"
"Rockfish, copper...........................",0,0,0,0,8,2,49,42,16,2,8,0,126
"Rockfish, cowcod.........................",0,0,0,0,0,0,0,28,3,22,23,0,76
"Rockfish, darkblotched...............",0,15,84,75,1,60,4,6,3,6,0,4,258
"Rockfish, gopher...........................",142,228,0,0,101,673,780,282,734,515,487,393,"4,334"
"Rockfish, grass.............................",249,38,0,0,169,211,351,405,484,122,121,222,"2,372"
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, greenspotted...............",10,6,0,0,0,0,3,15,11,14,3,0,62
"Rockfish, greenstriped................",1,0,0,0,0,0,0,0,0,0,0,0,1
"Rockfish, group bolina................",0,0,0,0,0,0,0,3,0,0,0,0,3
"Rockfish, group red......................",3,0,0,0,3,0,0,0,0,31,0,0,37
"Rockfish, group rosefish............",0,0,1,0,0,0,0,0,0,0,0,0,1
"Rockfish, group shelf..................",0,0,0,0,3,0,0,4,5,0,2,9,23
"Rockfish, group slope.................",57,0,0,26,0,0,3,0,121,25,0,0,232
"Rockfish, group small..................",0,0,0,0,0,0,1,0,0,0,0,0,1
"Rockfish, kelp................................",45,17,0,0,49,35,73,35,125,40,38,22,480
"Rockfish, olive...............................",0,0,0,0,13,31,161,404,156,174,0,0,938
"Rockfish, quillback.......................",0,0,0,0,0,0,0,12,0,0,0,0,12
"Rockfish, redbanded....................",0,3,4,0,6,0,6,10,0,0,0,7,36
"Rockfish, rosy...............................",0,0,0,0,2,0,2,0,0,0,0,0,4
"Rockfish, speckled.......................",0,0,0,0,0,0,0,3,3,2,0,0,8
"Rockfish, splitnose......................","1,563",270,314,264,287,286,866,629,"3,206","1,724","2,144","11,854","23,407"
"Rockfish, squarespot..................",0,0,0,0,0,0,0,3,0,0,0,0,3
"Rockfish, starry.............................",0,0,0,0,3,0,9,4,5,3,6,0,29
"Rockfish, treefish.........................",0,6,0,0,0,11,0,0,0,0,0,0,17
"Rockfish, unspecified..................",0,0,0,0,12,0,73,0,56,5,0,0,146
"Rockfish, vermilion.......................",373,72,0,0,56,122,163,365,242,218,211,64,"1,887"
"Rockfish, widow............................",25,0,0,0,0,0,9,8,0,15,0,1,58
"Rockfish, yellowtail......................",216,55,0,0,16,28,10,26,94,33,75,22,575
Sablefish.........................................,"41,416","19,910","54,052","48,617","17,664","24,400","23,085","27,030","30,829","51,954","10,554","13,802","363,313"
"Salmon, Chinook...........................",0,0,0,0,"185,935","94,246","220,813","13,072","1,111",0,0,0,"515,177"
"Salmon, Roe (Chinook, Coho)....",0,0,0,0,0,0,4,0,0,0,0,0,4
"Sanddab, Pacific..........................",0,0,0,0,0,0,0,9,0,0,0,0,9
Sanddab..........................................,338,306,102,272,0,79,"1,969","2,160","11,649","3,800","1,589",64,"22,327"
"Sardine, Pacific.............................","7,230,522","866,442",0,0,0,0,0,52,"1,108,537","143,492",0,0,"9,349,045"
"Sculpin, staghorn.........................",0,0,0,0,0,0,0,0,0,0,0,3,3
"Seabass, white.............................",0,0,0,0,0,397,"22,520","11,578","18,392","22,667","3,925",123,"79,601"
"Shark, leopard...............................",0,0,0,0,113,0,0,0,0,0,0,0,113
"Shark, pelagic thresher...............",0,0,0,0,0,0,80,0,0,0,0,0,80
