Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
Fishes,,,,,,,,,,,,,
"Anchovy, northern.....................","2,325,903","1,023,412","86,420","1,595,221","72,358","21,449","226,396","56,117",0,"7,957","9,225","59,611","5,484,069"
"Barracuda, California................",4,0,4,200,"5,519","16,947","7,741","3,605",227,336,27,5,"34,616"
"Bass, barred sand.....................",29,0,12,22,6,0,0,0,0,0,0,0,69
"Bass, giant sea..........................",178,46,135,142,39,696,621,334,287,0,22,0,"2,498"
"Bass, kelp....................................",2,0,0,0,3,0,22,0,0,0,0,0,27
Blacksmith...................................,0,0,0,17,0,0,0,0,0,0,0,0,17
"Bonito, Pacific............................",0,23,0,0,23,0,318,49,43,0,0,0,456
"Bullhead, brown..........................",0,0,0,0,0,0,0,0,200,0,0,0,200
Butterfish (Pacific pompano)..,15,178,85,0,60,"3,560",211,16,82,"1,287",527,"1,790","7,810"
Cabezon.......................................,"7,071","2,890",7,0,"6,776","7,632","9,339","8,236","10,974","5,620","6,126","2,643","67,313"
"Corvina, shortfin........................",0,0,0,0,17,0,0,0,0,0,0,0,17
"Croaker, white.............................",595,443,111,219,230,105,90,55,407,"1,424",921,"1,525","6,123"
"Croaker, yellowfin......................",0,0,45,0,0,0,0,0,0,0,0,0,45
Dolphin (fish)..............................,157,"3,084",658,"3,334",0,0,480,"1,078",203,"9,116",653,"1,714","20,476"
"Eel, California moray.................",0,9,0,0,21,20,18,39,0,1,102,"1,212","1,422"
"Eel, monkeyface (prickleback)",12,118,34,37,48,28,25,7,22,60,30,0,421
Eel..................................................,0,12,0,0,0,0,0,0,0,0,0,60,72
Escolar.........................................,0,896,533,103,0,0,0,0,0,0,159,"3,156","4,847"
"Fish, unspecified.......................",9,26,91,38,19,41,24,493,516,0,0,0,"1,257"
"Flounder, arrowtooth.................","4,946","9,968","23,450","21,920","19,738","5,123","9,244","32,195","19,394","26,640","34,682","11,515","218,815"
"Flounder, starry..........................",977,"2,671","1,640",829,681,600,530,"1,087",955,587,245,30,"10,831"
"Flounder, unspecified...............",0,30,0,10,0,12,0,21,0,0,0,0,73
Flyingfish.....................................,0,0,0,0,5,0,0,0,0,0,0,0,5
