Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
Fishes,,,,,,,,,,,,,
"Anchovy, northern.....................","461,798","4,260,237","3,207,018","1,406,918","1,408,588","496,777","42,029","466,357","1,623,757","546,152","2,949,979","1,579,515","18,449,125"
"Barracuda, California................",0,0,0,0,84,132,244,"6,819",646,0,0,0,"7,923"
"Bass, barred sand.....................",0,0,0,0,0,0,0,0,5,0,0,0,5
"Bass, giant sea..........................",157,983,232,85,410,"1,497","1,473",34,121,0,0,14,"5,006"
"Bonito, Pacific............................",379,23,0,21,330,"1,604","20,999","193,406",167,258,392,289,"217,868"
"Bullhead, brown..........................",686,0,0,0,0,0,7,0,0,0,0,0,693
Butterfish (Pacific pompano)..,17,317,223,137,13,2,8,2,700,99,65,554,"2,137"
Cabezon.......................................,"3,901","4,947",27,129,"10,757","5,583","10,209","11,211","9,177","4,732","2,636","4,146","67,455"
"Cod, Pacific.................................",0,0,0,0,0,5,0,0,0,0,0,0,5
"Croaker, unspecifed..................",0,0,0,0,0,0,0,0,211,0,0,11,222
"Croaker, white.............................",326,"1,331",314,"1,235","1,968","2,064","3,544","3,895","3,790","1,498","1,556","12,406","33,927"
Dolphin (fish)..............................,"1,339","4,368","8,215","6,878","1,199","4,629","2,196","1,105","1,081","3,965","5,826","3,567","44,368"
"Eel, California moray.................",444,5,0,0,104,0,53,466,5,66,0,125,"1,268"
"Eel, monkeyface (prickleback)",147,44,48,17,0,15,0,0,0,0,0,0,271
Eel..................................................,0,0,0,0,0,0,0,0,1,0,0,0,1
Escolar.........................................,"1,498","3,438","2,857","3,746",776,"1,458",496,568,915,"2,438","2,162","4,700","25,052"
"Fish, unspecified.......................",94,3,3,462,245,741,"2,236",207,"2,609","2,664","2,228","1,182","12,674"
"Flounder, arrowtooth.................","15,972","24,432","5,098","9,847","1,515","5,248","8,144","8,657","9,356","18,329","10,118","11,903","128,619"
"Flounder, starry..........................",163,"2,269",672,"1,308",651,156,617,"1,458","1,683","1,236",112,16,"10,340"
"Flounder, unspecified...............",0,0,0,0,0,8,0,0,20,38,0,0,66
