Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern.............................","1,642,462","639,321","224,980","538,684","44,931","116,804","389,837","288,089","987,176","1,188,419","11,980",0,"6,072,683"
"Barracuda, California.........................",0,0,0,"1,757",378,724,791,411,107,0,0,0,"4,168"
"Bass, giant sea.................................",344,453,230,125,350,160,494,250,127,0,36,25,"2,594"
Blacksmith.........................................,0,0,0,1,0,0,0,0,0,0,0,0,1
"Bonito, Pacific...................................",69,0,0,0,0,139,"1,626",811,379,0,"136,040",31,"139,095"
Butterfish (Pacific pompano).........,261,75,40,156,1,0,0,86,188,60,0,0,867
Cabezon............................................,0,0,428,930,"3,029","1,923","2,195","2,911",246,0,0,0,"11,663"
"Croaker, unspecifed..........................",0,0,0,0,0,17,41,0,0,0,0,0,58
"Croaker, white...................................","1,510",247,170,268,137,3,25,0,0,"2,044",652,100,"5,156"
"Eel, California moray.........................",0,0,0,0,0,0,0,0,0,"1,083",280,0,"1,363"
Escolar..............................................,54,0,0,0,0,0,0,0,0,0,0,0,54
"Fish, unspecified...............................",0,0,0,0,0,0,0,0,0,0,0,5,5
"Flounder, unspecified........................",0,0,0,0,0,6,0,3,41,6,0,0,55
Flyingfish...........................................,0,0,0,0,0,10,0,0,0,0,0,0,10
"Greenling, kelp..................................",0,0,0,0,1,0,0,0,0,0,0,0,1
"Guitarfish, shovelnose.......................",822,612,"1,035","2,015","1,178",105,0,22,"1,137",668,914,"1,469","9,977"
Hagfishes..........................................,0,0,0,0,0,0,0,0,0,150,0,"3,824","3,974"
Halfmoon...........................................,0,0,0,0,0,0,1,0,1,0,0,0,2
"Halibut, California..............................","18,812","18,656","25,190","24,217","19,247","21,018","24,075","12,126","11,059","14,460","7,508","3,801","200,168"
"Halibut, unspecified...........................",0,0,0,0,0,0,0,16,0,0,0,0,16
Kelpfishes.........................................,0,0,0,0,0,1,0,0,0,0,0,0,1
Lingcod.............................................,0,0,0,42,782,926,"1,408",638,354,288,0,0,"4,438"
"Lizardfish, California..........................",32,25,0,6,0,0,0,0,0,0,0,0,63
Louvar...............................................,105,0,0,0,0,0,0,0,0,0,298,42,445
"Mackerel, Pacific...............................",63,54,1,19,0,0,1,2,"50,530","98,001",0,"5,519","154,190"
"Mackerel, jack...................................",0,0,0,0,10,29,0,0,0,0,0,0,39
"Mackerel, unspecified........................",0,0,0,0,0,0,0,0,0,11,0,0,11
Opah.................................................,24,0,0,0,0,0,103,110,0,0,768,370,"1,375"
Opaleye.............................................,0,0,0,0,0,0,2,30,24,15,0,0,71
"Pomfret, Pacific.................................",0,0,0,0,0,0,0,0,0,0,9,3,12
"Ray, Pacific electric...........................",80,0,60,78,0,110,127,120,80,0,310,0,965
"Ray, bat.............................................",0,0,0,0,12,0,0,197,0,0,0,0,209
"Ray, unspecified................................",0,0,0,0,17,2,0,0,0,0,0,0,19
"Rockfish, Mexican.............................",0,0,0,48,0,0,0,0,0,0,0,0,48
"Rockfish, aurora................................",15,7,12,78,20,1,0,8,20,10,66,39,275
"Rockfish, bank..................................",22,0,0,0,0,0,0,0,0,0,0,0,22
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, black-and-yellow................",0,0,2,7,4,10,21,45,0,0,1,3,92
"Rockfish, black..................................",0,0,0,0,0,0,0,0,0,0,870,0,870
"Rockfish, blackgill..............................","3,339","3,219","7,080","3,960",830,464,"1,580","1,489",516,"5,035","3,828","3,467","34,807"
"Rockfish, blue...................................",0,0,45,0,1,19,21,20,33,88,22,27,275
"Rockfish, bocaccio............................",0,12,41,310,81,"1,316","1,966",202,52,138,129,8,"4,253"
"Rockfish, brown.................................",2,0,276,76,57,113,166,49,11,75,108,0,933
"Rockfish, chilipepper.........................",0,0,0,5,0,93,30,21,0,8,0,6,162
"Rockfish, copper (whitebelly)........",0,0,248,0,0,0,0,0,0,0,80,0,328
"Rockfish, copper...............................",40,0,433,"1,269",528,662,267,241,478,179,52,17,"4,167"
"Rockfish, flag....................................",1,0,3,2,0,3,0,4,0,0,1,0,14
"Rockfish, gopher...............................",0,0,33,26,21,31,62,41,150,16,3,2,385
"Rockfish, grass.................................",0,0,530,390,832,748,"1,229",605,173,361,235,72,"5,173"
"Rockfish, greenspotted......................",0,0,0,0,15,2,19,2,6,10,5,0,58
"Rockfish, group bolina.......................",0,0,0,0,0,0,2,0,0,7,20,0,29
"Rockfish, group gopher.....................",0,0,0,0,8,4,0,0,0,0,28,0,39
"Rockfish, group red...........................",0,0,415,790,906,"1,182",842,167,144,89,77,195,"4,807"
"Rockfish, group shelf.........................",0,0,0,0,0,21,152,0,0,0,0,0,173
"Rockfish, group slope........................",0,0,0,0,0,0,0,0,38,0,0,0,38
"Rockfish, group small........................",0,0,0,0,49,0,8,0,0,0,0,0,57
"Rockfish, kelp....................................",0,0,9,0,0,3,55,4,21,0,19,0,110
"Rockfish, olive...................................",0,0,15,0,0,36,5,3,0,7,0,0,66
"Rockfish, redbanded.........................",0,0,0,2,0,0,0,0,0,0,0,0,2
"Rockfish, rosy...................................",0,0,0,0,0,0,0,85,0,0,0,0,85
"Rockfish, speckled............................",0,0,0,0,0,0,0,0,0,2,0,0,2
"Rockfish, splitnose............................",0,0,1,0,0,0,0,0,1,0,0,0,3
"Rockfish, starry.................................",0,1,20,20,7,5,4,7,9,8,6,4,91
"Rockfish, treefish...............................",0,0,32,26,30,17,30,20,18,13,12,0,198
"Rockfish, unspecified........................",0,0,193,125,45,218,110,0,10,133,10,833,"1,677"
"Rockfish, vermilion............................",46,82,328,"1,687",233,"1,049",505,436,167,632,283,123,"5,569"
"Rockfish, widow................................",0,0,0,0,167,0,0,0,0,0,0,0,167
"Rockfish, yellowtail............................",0,0,0,0,0,0,196,11,1,24,4,0,236
Sablefish...........................................,"3,904","2,986","6,750","2,512","4,230",883,"2,491","2,976","4,727","3,665","5,463","6,725","47,312"
"Salmon, Chinook...............................",0,0,0,0,421,"3,986","3,757","1,276",0,0,0,0,"9,440"
