Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern...........................",0,0,0,0,266,0,"35,187","86,298","60,560","26,957","5,300",0,"214,568"
"Barracuda, California......................",0,0,0,404,426,"2,099",454,70,0,0,7,0,"3,460"
"Bass, giant sea..................................",628,74,102,96,57,542,"5,948",930,463,0,114,160,"9,113"
"Bonito, Pacific..................................",84,655,12,0,0,0,0,0,205,0,0,0,956
Butterfish (Pacific pompano).........,55,547,96,53,53,0,0,1,3,"2,263",8,716,"3,796"
Cabezon...........................................,720,850,0,0,"1,581",410,821,473,"1,991","1,639",534,339,"9,355"
"Croaker, white..................................",18,0,0,12,105,0,7,0,54,149,"1,504","1,344","3,194"
Dolphin (fish).....................................,0,0,0,0,0,0,0,0,0,0,0,40,40
"Eel, California moray.......................",0,0,0,0,0,0,3,0,0,0,0,0,3
"Fish, unspecified...............................",0,0,0,0,0,0,0,0,0,0,0,65,65
"Flounder, starry.................................",0,0,0,0,5,0,10,0,130,78,0,0,223
"Greenling, kelp.................................",0,0,0,0,3,0,0,0,0,11,0,0,14
Grenadier.........................................,0,0,0,0,0,0,0,0,0,0,0,4,4
"Guitarfish, shovelnose......................",91,255,102,377,184,226,3,0,0,0,0,91,"1,328"
Hagfishes...........................................,0,0,"6,205","6,777","3,899","5,588",975,0,0,0,0,0,"23,444"
Halfmoon..........................................,23,6,2,0,0,0,0,0,4,3,0,0,38
"Halibut, California............................","10,293","17,842","28,009","21,445","8,741","23,946","24,293","16,971","7,772","7,226","7,252","6,569","180,360"
Jacksmelt..........................................,0,0,1,0,0,0,22,7,2,0,6,0,38
Lingcod.............................................,0,0,0,0,894,114,452,68,270,463,262,0,"2,522"
"Lizardfish, California.........................",0,0,0,0,149,0,3,0,0,75,895,718,"1,840"
Louvar...............................................,0,0,0,0,0,0,17,0,0,328,0,0,345
"Mackerel, Pacific.............................",47,72,61,69,8,17,"11,804",20,31,4,"7,562",943,"20,638"
"Mackerel, jack.................................",4,50,8,13,0,3,"12,360",12,"3,424",0,"6,001","9,510","31,383"
Opah.................................................,106,0,0,0,0,273,173,99,12,"7,565","7,610",257,"16,095"
Opaleye............................................,11,0,0,0,0,9,0,0,0,0,0,0,20
"Pomfret, Pacific................................",0,0,0,0,0,0,0,0,0,20,0,0,20
"Ratfish, spotted................................",0,0,0,0,0,18,0,0,0,2,0,3,23
"Ray, Pacific electric.........................",0,0,83,0,40,20,38,0,0,91,0,0,272
"Ray, bat............................................",0,0,0,0,0,0,0,131,0,0,0,0,131
"Rockfish, Pacific ocean perch.......",0,0,0,0,0,0,0,0,0,0,1,0,1
"Rockfish, aurora...............................",25,28,13,12,20,7,10,1,0,0,1,2,119
"Rockfish, bank..................................",0,0,0,86,0,0,0,0,0,0,21,0,107
"Rockfish, black-and-yellow...........",14,17,0,0,44,8,3,3,30,1,8,580,706
"Rockfish, blackgill.............................","1,663","1,727","2,976","1,665","3,121","5,504","2,386","1,673","2,863","2,764","1,934",314,"28,591"
"Rockfish, blue...................................",4,0,0,0,0,0,46,0,33,0,0,0,83
"Rockfish, bocaccio..........................",125,193,21,0,73,198,98,83,327,214,152,232,"1,716"
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, brown................................",4,0,0,0,12,11,0,0,84,57,0,0,167
"Rockfish, chilipepper.......................",13,6,0,0,0,50,0,1,22,109,23,33,257
"Rockfish, copper..............................",602,85,0,0,930,92,609,46,273,203,0,0,"2,839"
"Rockfish, flag....................................",21,51,0,0,13,10,12,15,12,14,23,25,195
"Rockfish, gopher..............................",101,73,0,0,139,0,609,10,53,35,0,338,"1,358"
"Rockfish, grass..................................",725,918,0,0,"2,177",966,"2,624","1,850","1,140","1,526","1,318",587,"13,829"
"Rockfish, greenblotched.................",0,0,0,0,0,3,3,0,0,32,10,63,110
"Rockfish, greenspotted...................",33,126,0,0,8,53,40,32,87,71,154,43,647
"Rockfish, greenstriped.....................",0,1,0,0,0,0,0,0,4,1,4,4,14
"Rockfish, group red..........................",0,0,0,0,0,219,0,0,0,0,0,19,238
"Rockfish, kelp....................................",31,10,0,0,65,25,16,15,526,50,0,56,794
"Rockfish, olive...................................",0,0,0,0,11,0,0,0,6,0,0,0,17
"Rockfish, rosethorn...........................",3,0,0,0,0,0,0,0,0,0,0,0,3
"Rockfish, rosy....................................",24,31,0,0,10,7,9,13,25,19,25,22,184
"Rockfish, speckled...........................",76,266,0,0,11,0,0,54,19,4,13,4,446
"Rockfish, splitnose............................",12,0,2,0,0,0,0,0,0,0,1,1,16
"Rockfish, squarespot........................",11,9,0,0,0,0,1,1,0,0,0,2,24
"Rockfish, starry..................................",85,159,0,0,131,165,119,80,88,133,48,34,"1,041"
"Rockfish, treefish...............................",6,0,0,0,29,1,42,2,30,33,1,13,156
"Rockfish, unspecified.......................",0,0,0,0,0,0,0,66,0,0,0,41,107
"Rockfish, vermilion............................","1,471","1,065",248,0,945,"1,149","1,118",607,"2,870","1,033",843,"1,151","12,499"
"Rockfish, widow...............................",3,0,0,0,0,21,9,0,0,0,6,0,39
"Rockfish, yellowtail...........................",13,93,0,0,0,0,0,406,114,70,198,35,929
Sablefish............................................,"13,351","16,339","28,333","30,152","52,357","29,528","43,987","28,754","109,260","8,274","17,424","5,233","382,991"
"Sanddab, Pacific.............................",0,0,0,0,0,0,0,0,0,0,10,0,10
Sanddab...........................................,138,211,156,64,162,35,88,301,188,250,290,271,"2,153"
"Sardine, Pacific................................",755,1,"28,606","34,529","36,536","69,686","776,519","506,785","1,741,926","41,077","122,365","1,122","3,359,908"
Sargo.................................................,0,0,0,0,0,0,0,0,0,1,0,0,1
"Scorpionfish, California....................",18,0,1,0,3,36,26,24,15,1,9,3,135
"Seabass, white.................................","4,499","21,781","13,262","1,115","1,334","111,720","69,692","27,742","15,165","3,045","4,565","2,049","275,968"
"Shark, Pacific angel.........................",944,779,"1,104","1,078","1,387",914,467,293,598,486,191,411,"8,653"
