"Species","January","February","March","April","May","June","July","August","September","October","November","December","Landings","year","area"
"Salmon",0,0,0,0,57074,219695,904358,173358,53283,0,0,0,1407767,2013,"Fort Bragg"
"Salmon",0,0,0,0,84222,258777,581404,106361,5893,0,16,0,1036673,2014,"Fort Bragg"
"Salmon",0,0,0,0,352453,139413,76606,43994,11563,19,0,0,624048,2015,"Fort Bragg"
"Salmon",0,0,44,0,3928,101077,588,48033,11423,0,0,0,165092,2016,"Fort Bragg"
"Salmon",0,0,0,16,176,0,3,22307,17612,0,0,0,40114,2017,"Fort Bragg"
"Salmon",0,0,0,18,105,116,88395,52284,3215,25,0,0,144158,2018,"Fort Bragg"
"Salmon",0,0,41,4,1492,28180,34275,40215,3418,0,177,0,107801,2019,"Fort Bragg"
"Salmon",0,0,0,0,0,0,0,0,267,0,0,0,267,2000,"Los Angeles"
"Salmon",0,0,0,0,703,0,0,0,0,0,0,0,703,2001,"Los Angeles"
"Salmon",0,0,0,0,366,0,0,0,0,0,0,0,366,2002,"Los Angeles"
"Salmon",0,0,0,0,0,0,0,275,0,0,0,0,275,2003,"Los Angeles"
"Salmon",0,0,0,0,0,0,2705,0,0,0,0,0,2705,2004,"Los Angeles"
"Salmon",0,0,0,0,1023123,537129,147354,14554,1702,0,0,0,1723862,2000,"Monterey"
"Salmon",0,0,0,0,293369,38358,29281,1278,8260,371,0,0,370917,2001,"Monterey"
"Salmon",0,63,0,0,162531,233847,274153,23404,1146,60,0,0,695203,2002,"Monterey"
"Salmon",0,0,0,0,136653,130946,183832,10390,13878,0,0,0,475700,2003,"Monterey"
"Salmon",0,0,0,1807,278897,295093,167533,14262,2870,190,0,0,760651,2004,"Monterey"
"Salmon",0,0,0,0,435908,31252,372313,77556,8631,1386,0,0,927047,2005,"Monterey"
"Salmon",0,0,0,0,63849,599,4225,2115,2959,220,0,0,73967,2006,"Monterey"
"Salmon",0,0,0,0,108324,11714,23620,4822,1196,104,0,0,149780,2007,"Monterey"
"Salmon",0,0,0,0,0,0,19776,0,0,0,0,0,19776,2010,"Monterey"
"Salmon",0,0,0,0,51959,13183,9529,2788,536,69,0,0,78063,2011,"Monterey"
"Salmon",0,0,0,0,185935,94246,220813,13072,1111,0,0,0,515177,2012,"Monterey"
"Salmon",0,0,0,0,146776,84527,53832,5192,965,0,0,0,291292,2013,"Monterey"
"Salmon",0,0,0,0,42445,16440,24796,2817,1472,0,9,0,87979,2014,"Monterey"
"Salmon",0,0,0,0,40990,26378,33722,7535,450,0,0,0,109075,2015,"Monterey"
"Salmon",0,0,0,0,91024,7945,0,1035,571,68,0,0,100643,2016,"Monterey"
"Salmon",0,0,0,0,44358,64230,656,1764,1357,0,0,0,112364,2017,"Monterey"
"Salmon",0,0,0,0,34608,81562,12668,7022,1911,0,0,0,137772,2018,"Monterey"
"Salmon",0,0,0,0,177310,195151,95284,3524,368,0,0,0,471637,2019,"Monterey"
"Salmon",0,0,0,0,141170,271929,14360,830,0,0,0,0,428289,2000,"Morro Bay"
"Salmon",0,0,0,0,31389,296,247,0,425,0,0,0,32356,2001,"Morro Bay"
"Salmon",0,0,0,0,29950,73835,17068,9498,607,41,0,0,130998,2002,"Morro Bay"
"Salmon",0,0,0,0,5770,5980,7785,1018,669,2458,0,0,23681,2003,"Morro Bay"
"Salmon",0,0,0,0,31895,22736,8159,450,931,108,0,0,64280,2004,"Morro Bay"
"Salmon",0,0,0,0,71702,46790,29014,13658,2698,114,0,0,163975,2005,"Morro Bay"
"Salmon",0,0,0,0,3509,4302,988,230,2001,108,0,0,11137,2006,"Morro Bay"
"Salmon",0,0,0,0,6160,1616,2651,3717,836,0,0,0,14978,2007,"Morro Bay"
"Salmon",0,0,0,0,0,0,140,0,0,0,0,0,140,2010,"Morro Bay"
"Salmon",0,0,0,0,4647,6195,527,1145,0,0,0,0,12514,2011,"Morro Bay"
"Salmon",0,0,0,0,74093,25698,11462,6854,1439,0,0,0,119546,2012,"Morro Bay"
"Salmon",0,0,0,0,27949,33648,4703,1984,341,0,0,0,68625,2013,"Morro Bay"
"Salmon",0,0,0,0,5753,4562,4079,4350,0,0,0,0,18743,2014,"Morro Bay"
"Salmon",0,0,0,0,23010,10914,2273,0,0,0,0,0,36197,2015,"Morro Bay"
"Salmon",0,0,5,0,4454,22390,1964,169,15,0,0,0,28997,2016,"Morro Bay"
"Salmon",0,0,0,0,6790,20844,0,0,59,0,0,0,27693,2017,"Morro Bay"
"Salmon",0,0,0,0,933,3191,1259,157,1038,0,0,0,6577,2018,"Morro Bay"
"Salmon",0,0,0,0,213338,123962,6825,707,0,0,0,0,344833,2019,"Morro Bay"
"Salmon",0,0,0,0,0,0,88,0,0,0,0,0,88,2002,"San Diego"
"Salmon",0,0,0,0,716895,614291,273651,78392,261946,7874,0,0,1953050,2000,"San Francisco"
"Salmon",0,0,0,0,397622,30381,246836,50977,86688,49734,0,0,862237,2001,"San Francisco"
"Salmon",0,0,0,0,429454,606673,598546,128512,67403,3887,0,0,1834474,2002,"San Francisco"
"Salmon",0,0,0,0,162731,332890,167256,75772,38211,16198,0,0,793058,2003,"San Francisco"
"Salmon",0,0,0,35,727929,1356224,463195,62354,38592,14094,0,0,2662423,2004,"San Francisco"
"Salmon",0,0,0,0,280852,17522,1013974,71474,234465,29282,0,0,1647569,2005,"San Francisco"
"Salmon",0,0,0,0,52234,1142,33417,38877,65822,17012,0,0,208504,2006,"San Francisco"
"Salmon",0,0,0,0,232426,15115,119716,14764,17701,6163,0,0,405884,2007,"San Francisco"
"Salmon",0,0,0,0,0,0,2146,0,349,0,0,0,2495,2010,"San Francisco"
"Salmon",0,0,0,0,56387,4305,12653,7912,13136,5654,0,0,100048,2011,"San Francisco"
"Salmon",0,0,0,0,213072,53450,155852,64348,46321,43802,0,571,577417,2012,"San Francisco"
"Salmon",0,0,0,0,529853,366021,75877,67846,33695,18082,0,0,1091374,2013,"San Francisco"
"Salmon",0,0,0,0,122363,65584,35443,167165,99761,37030,0,0,527345,2014,"San Francisco"
"Salmon",0,0,0,0,27450,16569,17489,67227,82580,30514,0,0,241829,2015,"San Francisco"
"Salmon",0,0,0,0,23655,3159,260,105967,57980,7913,0,0,198933,2016,"San Francisco"
"Salmon",0,0,0,0,6732,1897,0,101902,52289,15519,0,0,178340,2017,"San Francisco"
"Salmon",0,0,9,0,14707,87509,57868,159139,106254,26280,0,0,451766,2018,"San Francisco"
"Salmon",NA,0,0,NA,168541,361006,NA,241783,58091,NA,144,53,1020029,2019,"San Francisco"
"Salmon",0,0,0,0,340,0,0,0,860,0,0,0,1200,2000,"Santa Barbara"
"Salmon",0,0,0,0,1381,0,364,0,0,0,0,0,1744,2001,"Santa Barbara"
"Salmon",0,0,0,0,42367,20589,1992,540,32,0,0,0,65518,2002,"Santa Barbara"
"Salmon",0,0,0,0,324,190,0,385,0,0,0,0,900,2003,"Santa Barbara"
"Salmon",0,0,0,0,421,3986,5382,2648,0,0,0,0,12437,2004,"Santa Barbara"
"Salmon",0,0,0,0,1237,76,2232,474,24,0,0,0,4044,2005,"Santa Barbara"
"Salmon",0,0,0,0,248,25,0,0,0,0,0,0,274,2006,"Santa Barbara"
"Salmon",0,0,0,0,290,0,0,0,14,0,0,0,304,2007,"Santa Barbara"
"Salmon",0,0,0,0,0,0,0,0,32,0,0,0,32,2009,"Santa Barbara"
"Salmon",0,0,0,0,1307,24,8,0,0,0,0,0,1340,2011,"Santa Barbara"
"Salmon",0,0,0,0,4220,212,2754,748,116,0,0,0,8050,2012,"Santa Barbara"
"Salmon",0,0,0,0,635,837,769,0,33,0,0,0,2273,2013,"Santa Barbara"
"Salmon",0,0,0,0,0,0,0,1393,0,0,0,0,1393,2014,"Santa Barbara"
"Salmon",0,0,0,0,7428,203,0,0,0,0,0,0,7632,2015,"Santa Barbara"
"Salmon",0,0,0,0,951,384,0,0,0,0,0,0,1336,2016,"Santa Barbara"
"Salmon",0,0,0,0,131,499,0,0,0,0,0,0,630,2017,"Santa Barbara"
"Salmon",0,0,0,0,0,0,377,74,0,0,0,0,451,2018,"Santa Barbara"
"Salmon",0,0,0,0,6326,4742,338,0,0,0,0,0,11406,2019,"Santa Barbara"
"Pelagics",0,0,0,0,0,15,0,0,0,0,0,0,15,2000,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,0,0,22,0,0,0,22,2003,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,12,6,0,0,10,0,28,2004,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,0,0,0,6,0,0,6,2005,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,395,695,0,0,0,0,1090,2006,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,3,7,0,0,0,0,10,2007,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,0,0,0,6,0,0,6,2009,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,3,30,0,11,79,0,123,2015,"Bodega Bay"
"Pelagics",0,0,0,40,0,0,0,0,1,0,0,0,41,2016,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,14,31,0,0,0,0,45,2017,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,0,25,0,0,0,0,25,2018,"Bodega Bay"
"Pelagics",0,0,0,0,0,0,0,216,0,0,0,720,936,2019,"Bodega Bay"
"Pelagics",0,0,0,0,711,241,2894,153,26,0,0,0,4025,2000,"Eureka"
"Pelagics",0,0,0,0,3,0,3,0,5075,0,0,0,5081,2001,"Eureka"
"Pelagics",0,0,0,0,4,5,312,0,382,0,0,0,703,2002,"Eureka"
"Pelagics",0,0,0,0,0,0,0,0,2133,27583,0,0,29716,2003,"Eureka"
"Pelagics",0,0,0,6,2,10,4,20,0,51950,0,0,51992,2004,"Eureka"
"Pelagics",0,0,0,0,0,0,0,0,4,0,0,0,4,2005,"Eureka"
"Pelagics",0,0,0,0,81,0,0,0,0,0,0,0,81,2006,"Eureka"
"Pelagics",0,0,0,0,0,0,0,192,0,0,0,0,192,2008,"Eureka"
"Pelagics",0,0,0,0,6,0,0,0,0,0,0,0,6,2010,"Eureka"
"Pelagics",0,0,0,0,0,0,0,0,50,0,0,0,50,2015,"Eureka"
"Pelagics",0,0,0,0,0,0,0,4,0,0,0,0,4,2017,"Eureka"
"Pelagics",0,0,0,0,20,41,0,4,0,0,0,0,65,2018,"Eureka"
"Pelagics",0,0,0,0,0,0,3,2809,9065,1728,27,2,13634,2019,"Eureka"
"Pelagics",0,0,0,0,0,0,3,119,0,0,0,0,122,2001,"Fort Bragg"
"Pelagics",0,0,0,0,0,0,0,0,0,28,0,0,28,2003,"Fort Bragg"
"Pelagics",0,0,0,0,0,0,246,4,8,0,0,0,258,2004,"Fort Bragg"
"Pelagics",0,0,0,0,0,0,89,8,0,0,0,0,97,2005,"Fort Bragg"
"Pelagics",0,0,0,0,0,0,12,0,0,0,0,0,12,2006,"Fort Bragg"
"Pelagics",0,0,0,6,0,0,0,0,0,0,0,0,6,2010,"Fort Bragg"
"Pelagics",1014,0,0,0,0,0,0,0,0,0,0,0,1014,2014,"Fort Bragg"
"Pelagics",0,0,12,0,0,0,76,0,0,0,0,0,88,2015,"Fort Bragg"
"Pelagics",0,0,0,0,0,92,0,0,0,0,0,0,92,2016,"Fort Bragg"
"Pelagics",0,0,0,0,0,0,3,599,4,300,0,0,906,2017,"Fort Bragg"
"Pelagics",0,0,2,0,0,0,151,35,0,0,0,0,188,2018,"Fort Bragg"
"Pelagics",0,0,9,0,0,16,63,96,0,0,0,2,186,2019,"Fort Bragg"
"Pelagics",13002953,18169448,24064230,9727157,4021076,6680674,14657713,12684572,14243406,6381523,4221258,11613646,139467656,2000,"Los Angeles"
"Pelagics",17807029,12785965,14737520,6756943,13762522,2592561,3656531,14557508,14093556,10645254,5630049,3434954,120460391,2001,"Los Angeles"
"Pelagics",9752646,15894425,13729535,12751526,4672624,606514,4702147,7082488,8563289,7099770,6334405,7764038,98953407,2002,"Los Angeles"
"Pelagics",12570093,6677292,9896428,2457420,4251596,3641848,1087046,2737865,5187657,9964172,1317117,3661552,63450086,2003,"Los Angeles"
"Pelagics",8456981,3056541,6481149,6263992,1942027,3078148,4444449,7567888,5626145,7326012,4023029,3156156,61422517,2004,"Los Angeles"
"Pelagics",2649353,4327980,8078184,9295978,4270603,5214819,6985905,4407657,6940907,3352269,6232952,3174504,64931111,2005,"Los Angeles"
"Pelagics",4796114,6599088,11171908,6100074,8288808,1613377,978042,1217310,3501992,11780910,9751475,10037352,75836450,2006,"Los Angeles"
"Pelagics",9835340,5496811,17927021,7539170,6788389,14007617,6869094,10003973,8358456,8212258,11252631,2287077,108577837,2007,"Los Angeles"
"Pelagics",4052875,9282280,19105096,16935090,10784093,578737,11053640,2473376,5428643,72463,10248,288511,80065051,2008,"Los Angeles"
"Pelagics",17896357,5188271,127726,841859,2379669,2568322,6579977,2747762,2186263,430918,189744,110703,41247571,2009,"Los Angeles"
"Pelagics",4407920,9671388,9799567,8671767,7759014,4120220,11716264,1144411,7304880,599625,756004,729734,66680794,2010,"Los Angeles"
"Pelagics",23303512,5631475,759199,19769,71614,71837,5480429,249213,6987466,88979,110218,39049,42812760,2011,"Los Angeles"
"Pelagics",12173271,2718747,497158,1850417,6187069,4304482,4002660,5224654,2285464,3264084,3277569,1518172,47303746,2012,"Los Angeles"
"Pelagics",0,5344,129325,1992997,4429971,263111,104776,2333018,2897031,12965309,7107574,841885,33070338,2013,"Los Angeles"
"Pelagics",28191,27054,557470,4897637,5672781,663177,193845,533312,640468,2097702,391835,31630,15735102,2014,"Los Angeles"
"Pelagics",157355,607932,573194,2661859,736823,676312,444198,952285,1603928,533466,55342,47530,9050223,2015,"Los Angeles"
"Pelagics",2492,4071192,3220605,1463080,1714468,1106305,364574,450341,135389,385550,820732,73442,13808170,2016,"Los Angeles"
"Pelagics",354447,100243,784940,646551,1031946,657500,191196,110413,405310,537130,238691,368055,5426422,2017,"Los Angeles"
"Pelagics",192816,206759,7447,68,2480,685639,1321518,1018497,793323,90148,113295,191756,4623746,2018,"Los Angeles"
"Pelagics",72983,15223,213581,395938,165008,520145,5754955,738538,1146547,456445,124727,63842,9667932,2019,"Los Angeles"
"Pelagics",2640799,34835,448633,1618342,1088069,2362558,3015014,3610541,9494944,6768572,7061525,2113845,40257677,2000,"Monterey"
"Pelagics",5539210,2783254,59388,8478194,9976321,388432,2521,22204,536776,5458667,5316017,3182797,41743780,2001,"Monterey"
"Pelagics",442753,4056948,1329795,639648,74547,283091,1336712,7561967,2243206,12001538,4964788,997127,35932120,2002,"Monterey"
"Pelagics",9328296,1251284,1311956,661173,9720,43302,112836,1475187,1605069,2190302,13630,1031343,19034098,2003,"Monterey"
"Pelagics",5944047,309863,159102,2551793,3560271,876972,2179669,6441121,1464184,11123484,9091539,2910,43704955,2004,"Monterey"
"Pelagics",96765,18241,850,3649357,3837387,2571260,2055901,395935,3311380,1834218,11166500,2615655,31553449,2005,"Monterey"
"Pelagics",2124,1220,2758030,6692264,8100805,2758009,419615,4152220,3149963,13889130,10215300,4116872,56255552,2006,"Monterey"
"Pelagics",7445778,3314686,3677799,4419490,6527680,4451248,5395168,9522334,9660181,15393802,16731864,7708097,94248127,2007,"Monterey"
"Pelagics",2563508,644035,2941463,7208976,7666275,2648657,28969088,7124716,16472338,6447577,2616604,1000,85304237,2008,"Monterey"
"Pelagics",19251222,5222389,2051909,85980,120,2287,18314878,1339834,9163162,0,0,0,55431781,2009,"Monterey"
"Pelagics",210679,1750456,2080091,583169,1027557,760763,3067799,918,293589,1222186,0,0,10997207,2010,"Monterey"
"Pelagics",7337567,28455,233829,731023,325801,2400,12935397,0,3287141,41,0,1372226,26253880,2011,"Monterey"
"Pelagics",9767986,1877759,86340,1595221,0,2508,400,52,1108537,143492,0,0,14582295,2012,"Monterey"
"Pelagics",184183,0,0,0,0,0,282328,21509,1706966,6926913,4029365,1052644,14203908,2013,"Monterey"
"Pelagics",4480861,7834545,9664588,8781547,1263656,18,166262,7673,4055338,2410,581635,518056,37356589,2014,"Monterey"
"Pelagics",5899119,1514513,2414558,3676493,7491144,9346918,31713,26344,230873,6168012,3130938,2652108,42582732,2015,"Monterey"
"Pelagics",461803,383420,0,3656,4869,1500,2414,340968,1160816,0,3021016,2027321,7407783,2016,"Monterey"
"Pelagics",0,0,0,50011,204521,829453,391250,1078976,1431281,4348951,0,0,8334443,2017,"Monterey"
"Pelagics",0,1609628,6325379,4315829,1223104,4938696,5744164,1279095,5622080,3254102,844229,161280,35317586,2018,"Monterey"
"Pelagics",0,0,4170346,2752230,1250426,1533452,35667,1766629,937854,1099611,3953041,3289792,20789047,2019,"Monterey"
"Pelagics",0,0,0,0,0,0,0,0,3,0,0,2,5,2000,"Morro Bay"
"Pelagics",0,0,0,0,45,7637,0,0,1,0,0,0,7683,2001,"Morro Bay"
"Pelagics",0,0,0,0,0,0,224700,0,0,0,0,0,224700,2002,"Morro Bay"
"Pelagics",0,0,0,0,0,7065,0,0,0,0,0,0,7065,2003,"Morro Bay"
"Pelagics",0,0,0,0,0,0,0,0,4,0,0,0,4,2004,"Morro Bay"
"Pelagics",0,0,0,0,0,0,0,0,0,0,115,0,115,2006,"Morro Bay"
"Pelagics",0,0,0,0,0,0,0,0,19,5,0,0,24,2007,"Morro Bay"
"Pelagics",0,0,0,0,0,0,4857,0,8564,4515,0,15,17951,2009,"Morro Bay"
"Pelagics",0,0,12,0,0,0,924,0,0,0,0,0,936,2010,"Morro Bay"
"Pelagics",0,0,0,0,0,0,0,0,8,1072,0,0,1080,2011,"Morro Bay"
"Pelagics",0,0,0,0,11,0,0,0,0,0,0,0,11,2012,"Morro Bay"
"Pelagics",30,0,0,0,0,0,8827,0,0,25,0,0,8882,2015,"Morro Bay"
"Pelagics",0,30,0,0,0,0,0,13464,0,9326,2974,0,25794,2017,"Morro Bay"
"Pelagics",0,0,0,0,0,4,0,10,0,2,0,0,17,2018,"Morro Bay"
"Pelagics",0,0,0,0,95,535,0,0,0,0,0,8,638,2019,"Morro Bay"
"Pelagics",9900,7071,4089,5276,10584,10028,2749,4489,289,0,700,619,55794,2000,"San Diego"
"Pelagics",2631,1429,72,483,1354,208,1650,530,1565,70,0,282,10274,2001,"San Diego"
"Pelagics",893,7650,13172,22979,25288,17099,18316,25126,25931,21375,18093,16276,212198,2002,"San Diego"
"Pelagics",25650,6900,3745,3856,10085,16259,1213,6,7810,16525,2799,4470,99318,2003,"San Diego"
"Pelagics",6791,7200,7650,4125,11709,9450,11713,1603,7824,7650,13725,9000,98440,2004,"San Diego"
"Pelagics",16425,12600,11132,4463,8325,9522,8970,5154,4500,5850,2475,160,89576,2005,"San Diego"
"Pelagics",20152,24645,0,920,22745,11782,6790,6829,3935,0,0,8,97806,2006,"San Diego"
"Pelagics",3,138,0,0,0,74,130,450,138,25,0,0,958,2007,"San Diego"
"Pelagics",0,0,0,300,0,0,0,0,98,5,2,0,405,2008,"San Diego"
"Pelagics",0,16,0,6,8,0,0,30,6,0,0,0,66,2009,"San Diego"
"Pelagics",9050,0,10,0,1,57200,38250,38250,51525,33525,31293,39150,298254,2010,"San Diego"
"Pelagics",32175,25875,69525,62020,65260,67202,23062,67050,41743,46943,35437,6300,542591,2011,"San Diego"
"Pelagics",31725,14175,1350,28515,24075,56944,35980,24565,2320,26066,13742,9674,269131,2012,"San Diego"
"Pelagics",34447,14380,46400,41917,51402,30007,40045,15884,10125,40105,40129,20298,385138,2013,"San Diego"
"Pelagics",29937,9420,16425,0,31233,18966,4500,7865,8699,0,171,0,127216,2014,"San Diego"
"Pelagics",5458,17299,164,3788,4050,40,373,73,31,0,0,0,31276,2015,"San Diego"
"Pelagics",0,148,156,3080,6563,94,165,33,173,157,149,113,10831,2016,"San Diego"
"Pelagics",148,11,60,1309,22995,22775,338,158,798,32,177,376,49175,2017,"San Diego"
"Pelagics",1081,283,429,140,5566,14791,5142,980,569,107,352,130,29569,2018,"San Diego"
"Pelagics",10614,69204,49612,139290,120690,220758,247095,246564,297659,246543,122449,57873,1828349,2019,"San Diego"
"Pelagics",471,0,19,48,99112,132545,26661,254,93,0,0,0,259201,2000,"San Francisco"
"Pelagics",377,7,0,0,4,41,1036,2143,10445,4915,341,0,19309,2001,"San Francisco"
"Pelagics",492,3,0,11120,14172,12726,1,211861,36565,129942,0,0,416881,2002,"San Francisco"
"Pelagics",0,1,79,0,41,33,12,45,74,48,0,0,333,2003,"San Francisco"
"Pelagics",0,0,0,0,268,40,300799,184214,29784,300970,1,0,816076,2004,"San Francisco"
"Pelagics",82,0,0,0,0,0,103757,78535,499011,0,0,0,681386,2005,"San Francisco"
"Pelagics",0,0,0,165,12,403130,250,473,40752,16,100,0,444898,2006,"San Francisco"
"Pelagics",0,0,0,0,3,1,2,2505,1825,3,0,0,4337,2007,"San Francisco"
"Pelagics",0,0,0,91,0,0,285154,87648,729328,0,0,0,1102221,2008,"San Francisco"
"Pelagics",1,0,0,0,0,0,787522,134,1110516,76,26,0,1898273,2009,"San Francisco"
"Pelagics",0,0,0,0,400,0,133,0,37925,38024,0,0,76482,2010,"San Francisco"
"Pelagics",0,0,0,0,18,11,0,0,0,0,0,0,29,2011,"San Francisco"
"Pelagics",0,0,0,0,0,0,0,1000,634,0,0,0,1634,2012,"San Francisco"
"Pelagics",200,1280,0,0,0,0,2813,10,0,0,0,0,4303,2013,"San Francisco"
"Pelagics",0,0,0,0,700,0,0,842,0,4,0,0,1546,2014,"San Francisco"
"Pelagics",0,0,0,0,0,3730,18,83430,1529,3322,1398,0,93427,2015,"San Francisco"
"Pelagics",178,1,2625,1255,0,415918,15,135973,474317,545632,0,0,1575912,2016,"San Francisco"
"Pelagics",1,0,0,0,161,109,432682,1591548,1418624,7,0,0,3443132,2017,"San Francisco"
"Pelagics",0,0,0,1545,248,315,1257007,1689531,211734,74,0,0,3160453,2018,"San Francisco"
"Pelagics",0,0,228,1075,1093,316,22,57443,66614,1226326,412969,0,1766086,2019,"San Francisco"
"Pelagics",1497612,2391841,263624,603781,1238096,2010970,1072897,2359762,773958,926853,1712995,324208,15176596,2000,"Santa Barbara"
"Pelagics",2304320,2728909,481897,2827402,786334,638437,1818380,2845111,1169593,1247333,638267,170340,17656322,2001,"Santa Barbara"
"Pelagics",0,8,5694,619446,93744,626888,2134502,3427572,1553397,2097347,1288687,937973,12785258,2002,"Santa Barbara"
"Pelagics",1902887,267734,76425,1,25157,307143,809352,203603,129219,392727,1331369,1242340,6687957,2003,"Santa Barbara"
"Pelagics",2381282,869675,1172443,667425,116928,358273,940051,2735287,2813817,2775365,646799,1186325,16663670,2004,"Santa Barbara"
"Pelagics",1336425,886213,1129477,153752,84719,38607,130722,2125155,1822899,1749099,1445055,253210,11155333,2005,"Santa Barbara"
"Pelagics",94449,86337,3473,727813,482076,84948,159075,982596,1828196,4352449,3341882,1663102,13806396,2006,"Santa Barbara"
"Pelagics",300572,329300,243163,668862,1817257,1060439,1457484,1264615,3101935,369562,340835,47912,11001937,2007,"Santa Barbara"
"Pelagics",24823,4214,15,237,3134,64224,168540,62454,61206,171561,244687,40822,845915,2008,"Santa Barbara"
"Pelagics",10665,10105,151331,6170,221452,551141,110299,15654,134271,143981,183400,52049,1590518,2009,"Santa Barbara"
"Pelagics",806,123,28675,34611,36810,69706,835870,593115,1805941,68038,141228,11575,3626497,2010,"Santa Barbara"
"Pelagics",0,0,0,5,6011,21793,119715,120961,76589,35453,9752,4,390282,2011,"Santa Barbara"
"Pelagics",9801,248670,44824,1,19,86459,68628,173427,106331,740037,2990,904732,2385919,2012,"Santa Barbara"
"Pelagics",95703,0,0,15,27415,452850,139784,123542,88345,5284,0,0,932938,2013,"Santa Barbara"
"Pelagics",169055,5,3296,79,103224,108507,87450,53254,55858,195720,1049,29,777526,2014,"Santa Barbara"
"Pelagics",203495,15,838,33426,7130,95042,201744,1483785,1857098,1089118,336802,149280,5457769,2015,"Santa Barbara"
"Pelagics",34,191,5,0,38479,133997,97053,94557,2362,8518,600724,51203,1027123,2016,"Santa Barbara"
"Pelagics",72189,19,88,1719,34382,167811,1590,98,259,371380,102325,90087,841947,2017,"Santa Barbara"
"Pelagics",36984,35538,135,37,24,92,595498,713331,23076,22758,190428,19222,1637121,2018,"Santa Barbara"
"Pelagics",9436,2601,2,20405,17681,28293,27182,23380,19755,172243,277466,162567,761011,2019,"Santa Barbara"
"Pacific Whiting",0,0,0,887532,6119297,3500928,477667,2102,84,2148,0,0,10989758,2000,"Eureka"
"Pacific Whiting",0,0,179,1317312,3047819,682840,33248,0,0,0,0,0,5081398,2001,"Eureka"
"Pacific Whiting",0,0,0,1671228,1751166,2082480,603806,0,4386,0,0,0,6113066,2002,"Eureka"
"Pacific Whiting",0,0,0,1195817,1917348,644264,79113,0,0,0,0,0,3836542,2003,"Eureka"
"Pacific Whiting",5387,0,0,5445011,5003197,0,0,0,0,0,0,0,10453595,2004,"Eureka"
"Pacific Whiting",0,0,0,2299251,3574583,882074,0,0,0,0,0,0,6755908,2005,"Eureka"
"Pacific Whiting",0,0,0,5724515,5729096,229928,281833,0,0,0,0,0,11965372,2006,"Eureka"
"Pacific Whiting",0,0,0,1554043,4986516,0,0,0,0,0,0,0,6540559,2007,"Eureka"
"Pacific Whiting",0,0,0,0,10723292,0,0,176030,0,0,0,0,10899322,2008,"Eureka"
"Pacific Whiting",0,0,0,0,3950251,0,0,28,35,0,0,0,3950314,2009,"Eureka"
"Pacific Whiting",0,3441,11681,682,5335524,0,0,0,0,0,0,0,5351328,2010,"Eureka"
"Pacific Whiting",126,0,31,2,0,0,7,0,60,20,0,4,250,2011,"Eureka"
"Pacific Whiting",57,10,0,91,9,8,25,11,5,0,0,0,216,2012,"Eureka"
"Pacific Whiting",23,2,7,1,6,0,4,113,15,33,0,37,241,2013,"Eureka"
"Pacific Whiting",4,0,5,0,0,0,0,2,1,0,2,0,14,2014,"Eureka"
"Pacific Whiting",2,0,2,0,0,0,135,619,0,67,14,418,1257,2015,"Eureka"
"Pacific Whiting",564,276,311,1268,132,100,25,17,126,262,960,517,4558,2016,"Eureka"
"Pacific Whiting",1,453,36,0,0,0,0,0,13,0,17,0,520,2017,"Eureka"
"Pacific Whiting",0,0,0,314,0,0,0,0,0,11,11,101,437,2018,"Eureka"
"Pacific Whiting",0,0,1,0,0,0,0,0,3,198,0,0,202,2019,"Eureka"
"Pacific Whiting",0,0,0,0,0,0,0,0,6580,2061,953,0,9594,2011,"Fort Bragg"
"Pacific Whiting",0,0,0,0,0,0,0,3,1160,2172,0,59,3394,2012,"Fort Bragg"
"Pacific Whiting",0,27,0,20,7,1,0,0,1211,2133,0,75,3474,2013,"Fort Bragg"
"Pacific Whiting",0,1469,2,2,0,0,0,0,2104,472,0,14,4063,2014,"Fort Bragg"
"Pacific Whiting",0,7,0,1832,0,5,1,15,1,1,2,0,1864,2015,"Fort Bragg"
"Pacific Whiting",0,331,1,0,0,0,0,0,4,2,347,0,685,2016,"Fort Bragg"
"Pacific Whiting",360,0,0,1,0,0,0,0,0,6,1,0,368,2017,"Fort Bragg"
"Pacific Whiting",5,0,0,3,33,0,0,0,0,119,0,0,160,2018,"Fort Bragg"
"Pacific Whiting",0,0,7,0,0,0,0,0,0,0,0,0,7,2019,"Fort Bragg"
"Pacific Whiting",0,0,0,0,0,6,0,0,0,0,0,0,6,2000,"Bodega Bay"
"Pacific Whiting",0,0,0,0,0,0,0,0,0,0,0,65,65,2001,"Bodega Bay"
"Pacific Whiting",141,0,0,0,0,0,0,0,0,0,0,0,141,2002,"Bodega Bay"
"Pacific Whiting",0,0,0,0,0,0,6,0,0,0,0,0,6,2008,"Bodega Bay"
"Pacific Whiting",0,0,0,0,0,7,6,0,0,0,48,0,61,2000,"San Francisco"
