Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
Cabezon..............................................,135,"1,238",0,0,"5,563","1,804","3,848",0,0,0,0,0,"12,587"
"Fish, unspecified..................................",0,0,0,0,3,0,0,0,0,0,0,0,3
"Flounder, arrowtooth............................",48,"1,424",0,0,0,22,275,0,0,0,534,18,"2,321"
"Flounder, unspecified...........................",0,0,0,0,0,0,0,0,0,0,0,2,2
"Greenling, kelp.....................................",50,235,0,0,"2,282",687,0,0,0,0,2,0,"3,255"
Grenadier.............................................,"3,087",0,"2,864","9,071","5,946",211,"5,199","3,029","8,519","1,492",0,0,"39,418"
"Halibut, California.................................",0,0,0,0,0,0,416,447,15,0,0,0,878
Lingcod................................................,4,70,0,373,"1,705",960,"1,876","2,403","2,054",344,176,0,"9,965"
"Mackerel, jack......................................",0,0,0,0,0,0,0,0,0,28,0,0,28
Opah....................................................,0,0,0,0,0,0,0,59,0,0,0,0,59
Opaleye................................................,0,0,0,0,0,0,0,0,0,858,0,0,858
"Rockfish, China....................................",15,117,0,0,69,81,123,413,334,109,195,2,"1,457"
"Rockfish, aurora...................................",0,0,0,0,0,49,0,0,0,0,0,0,49
"Rockfish, bank.....................................","1,368",0,0,0,0,0,0,0,0,0,0,0,"1,368"
"Rockfish, black-and-yellow...................",0,272,0,0,445,115,513,821,298,162,471,14,"3,109"
"Rockfish, black.....................................",0,47,0,0,63,69,254,362,105,26,57,0,984
"Rockfish, blackgill.................................",0,299,0,769,77,124,142,0,0,"1,377","2,245",45,"5,078"
"Rockfish, blue......................................",2,10,0,0,30,8,201,64,434,199,130,0,"1,076"
"Rockfish, bocaccio...............................",0,0,0,0,0,0,0,0,44,0,0,0,44
"Rockfish, brown...................................",0,0,0,0,0,0,0,23,65,53,25,0,165
"Rockfish, canary..................................",0,0,0,0,0,0,0,18,2,0,0,0,20
"Rockfish, chilipepper............................",0,0,0,0,0,0,0,19,106,31,0,0,156
"Rockfish, copper..................................",0,0,0,0,0,28,0,20,66,0,23,0,137
"Rockfish, cowcod.................................",0,0,0,7,0,0,0,0,0,0,0,0,7
"Rockfish, darkblotched.........................",0,183,0,0,0,606,0,836,15,571,710,296,"3,217"
"Rockfish, gopher..................................",29,338,0,0,184,200,563,"1,062",670,238,286,2,"3,572"
"Rockfish, grass....................................",0,60,0,0,318,89,494,130,4,6,13,0,"1,114"
"Rockfish, group gopher........................",0,0,0,0,0,8,143,0,0,0,0,0,151
"Rockfish, group red..............................",0,193,0,0,0,0,35,0,0,0,0,0,228
"Rockfish, group rosefish......................",0,831,0,366,"1,717",697,"2,316","2,499","6,115","5,309","7,317","3,317","30,484"
"Rockfish, group shelf...........................",0,0,0,0,0,0,12,0,8,0,0,0,20
"Rockfish, group slope..........................",71,"3,355",0,250,555,"4,324","2,508",240,"5,118","1,132","2,142",248,"19,943"
"Rockfish, olive......................................",0,0,0,0,2,0,3,1,1,5,2,0,13
"Rockfish, quillback...............................",0,1,0,0,1,2,2,13,5,0,3,0,26
"Rockfish, redbanded............................",0,0,2,0,0,0,0,0,0,0,0,0,2
"Rockfish, splitnose...............................","2,874","2,558",179,279,0,75,0,0,1,0,0,"1,576","7,542"
Species,January,February,March,April,May June,,July,August September,,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, unspecified...........................",0,0,0,0,0  0,,0,110  66,,0,0,0,176
"Rockfish, vermilion...............................",42,92,0,0,127  131,,194,515  350,,85,143,0,"1,679"
"Rockfish, yellowtail...............................",0,686,0,0,0  3,,0,195  729,,67,9,0,"1,688"
Sablefish..............................................,"40,736","35,750","46,727","65,291","96,340  78,211",,"113,830","64,006  130,379",,"78,865","75,893","28,285","854,313"
"Salmon, Chinook..................................",0,500,0,0,"457,378  440,534",,"879,889","976,996  642,711",,"20,182",0,0,"3,418,190"
"Shark, spiny dogfish.............................",0,0,57,9,0  0,,0,0  0,,0,0,0,66
"Shark, unspecified...............................",0,0,0,0,0  0,,2,0  0,,0,0,0,2
"Skate, unspecified................................",0,0,260,217,263  0,,"1,713",0  837,,536,0,98,"3,924"
"Smelt, night..........................................",0,74,247,687,435  420,,928,"1,355  0",,0,0,0,"4,146"
"Smelt, surf............................................",0,0,0,0,0  0,,0,"0  1,061",,0,0,0,"1,061"
"Sole, Dover..........................................","112,580","89,740","101,938","144,383","170,022  178,475",,"149,803","147,247  154,685",,"260,886","171,909","56,331","1,737,999"
"Sole, English........................................","1,231","2,379",601,3,0  44,,0,0  0,,0,0,926,"5,184"
"Sole, petrale.........................................","15,992","28,384",297,98,63  58,,0,0  6,,"1,722","7,699","9,061","63,380"
"Sole, rex...............................................","15,817","20,837","2,557","3,769","6,394  4,339",,"6,815","4,985  5,365",,"12,087","7,669","4,145","94,779"
"Sole, sand............................................",3,1,0,0,0  0,,0,0  0,,0,0,0,5
"Surfperch, redtail..................................",0,0,0,144,0  0,,0,9  0,,0,0,0,153
"Surfperch, unspecified.........................",1,1,0,0,0  0,,0,0  0,,0,0,0,2
"Thornyhead, longspine.........................","17,867","3,074","11,631","45,115","89,921  49,954",,"34,922","24,705  18,695",,"44,802","10,780",970,"352,436"
"Thornyhead, shortspine.......................","28,956","6,607","6,708","25,214","24,291  12,151",,"11,499","9,830  10,801",,"14,139","5,559","1,887","157,642"
Thornyheads........................................,"14,231","2,648","17,564","7,017","8,206  20",,36,"9,878  3,813",,"8,572",104,0,"72,089"
"Tuna, albacore.....................................",0,0,500,0,0  0,,140,"7,200  5,946",,"3,179",0,0,"16,965"
Crustaceans,,,,,,,,,,,,,
"Crab, Dungeness.................................","235,060","73,880","24,055","9,822","2,083  378",,"2,850",0  0,,0,"11,944","307,819","667,891"
"Crab, rock unspecified.........................",16,0,0,0,0  0,,0,0  0,,0,0,0,16
"Shrimp, coonstriped.............................",0,0,0,0,0  0,,0,0  0,,102,0,0,102
Echinoderms,,,,,,,,,,,,,
"Sea urchin, red.....................................","62,351","264,972","356,190","103,423","126,352  48,052",,"2,482","219,816  320,755",,"222,512","191,107","92,630","2,010,642"
