Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern........................",0,0,0,0,0,0,0,0,0,"1,072",0,0,"1,072"
"Barracuda, California...................",0,0,0,0,0,32,19,169,33,415,0,"1,649","2,317"
Butterfish (Pacific pompano).....,21,26,0,79,71,0,0,0,0,0,0,0,198
Cabezon..........................................,"2,203","2,587",13,0,"5,312","3,093","4,350","2,958","4,216","4,112","2,669","1,792","33,304"
"Croaker, white................................",79,140,90,142,139,0,0,0,14,132,647,133,"1,516"
Dolphin (fish).................................,0,0,0,0,0,0,0,0,0,32,0,0,32
"Eel, monkeyface (prickleback)..",0,4,0,0,4,0,3,0,18,14,17,0,59
"Eel, spotted cusk-........................",0,0,0,0,0,0,0,0,0,0,"2,151",0,"2,151"
"Fish, unspecified..........................",0,0,0,0,42,0,0,0,3,6,0,0,51
"Flounder, arrowtooth....................",0,0,0,0,0,0,0,0,4,1,0,3,8
"Flounder, starry.............................",39,80,0,0,117,19,93,58,62,18,2,142,631
"Flounder, unspecified..................",0,6,0,11,24,110,25,30,0,0,0,0,205
"Greenling, kelp..............................",266,211,0,0,410,137,275,196,226,203,244,176,"2,342"
Grenadier........................................,0,201,657,958,314,"5,562","1,401","3,191","1,748","1,741","2,532","3,850","22,154"
"Guitarfish, shovelnose................",0,0,0,0,0,0,0,0,15,0,0,262,277
Hagfishes.......................................,"41,272","42,887","14,189","13,432","17,844","25,005","20,605","1,101","37,850","39,969","60,254","64,252","378,660"
"Halibut, California.........................","1,587","1,855",519,145,681,"2,628","2,196","4,470","1,929","2,091",914,"2,574","21,588"
Lingcod............................................,0,0,0,0,"4,624","3,508","4,288","3,261","3,181","3,561","3,214",7,"25,644"
"Lizardfish, California....................",159,89,31,73,113,0,0,0,0,183,"1,832",530,"3,010"
Louvar..............................................,0,0,0,0,0,0,0,0,44,232,61,264,600
"Mackerel, Pacific..........................",0,0,0,0,0,0,0,0,8,0,0,0,8
Opah................................................,0,0,0,0,0,0,0,0,"4,259","6,669","14,389",798,"26,115"
"Pomfret, Pacific.............................",0,0,0,0,0,0,0,0,3,65,48,0,115
"Ray, bat...........................................",0,0,0,0,0,0,0,0,35,0,0,0,35
"Rockfish, China.............................",19,15,0,0,25,32,34,44,10,20,16,13,228
"Rockfish, aurora............................",36,32,14,64,30,28,30,"1,382","2,428",134,19,49,"4,246"
"Rockfish, bank...............................",0,0,5,31,8,"1,947",24,99,0,0,0,0,"2,114"
"Rockfish, black-and-yellow.......","1,186","1,121",11,0,"1,966","1,421","2,838","1,981","2,340","1,824","1,755",970,"17,412"
"Rockfish, black..............................",123,68,0,0,9,26,37,49,88,162,57,132,750
"Rockfish, blackgill........................","18,332","25,347","4,942","15,252","9,299","10,331","24,546","17,625","21,732","8,200","10,672","5,321","171,598"
"Rockfish, blue................................",43,36,0,0,21,15,76,145,51,58,53,11,508
"Rockfish, bocaccio......................",6,0,0,0,0,24,15,0,153,8,2,0,208
"Rockfish, brown............................","5,324","4,690",0,0,"5,018","4,663","7,918","5,749","6,680","5,017","4,561","6,122","55,743"
"Rockfish, chilipepper...................",0,0,0,0,0,0,0,0,3,0,0,1,4
"Rockfish, copper...........................",163,149,0,0,198,159,225,252,215,306,221,505,"2,394"
"Rockfish, darkblotched...............",0,0,0,2,24,0,0,6,18,20,1,111,182
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, gopher...........................","4,657","2,761",18,0,"4,083","6,411","6,581","4,793","4,158","4,104","4,815","6,565","48,947"
"Rockfish, grass.............................",618,587,2,0,"1,172",635,"2,208","1,325","1,852","1,922","1,587",242,"12,150"
"Rockfish, greenspotted...............",0,2,0,0,0,0,0,0,0,0,0,0,2
"Rockfish, group nearshore.........",0,0,0,0,0,2,0,0,2,0,2,0,6
"Rockfish, group red......................",21,101,0,0,32,30,86,73,163,7,14,22,549
"Rockfish, group rosefish............",0,0,0,0,0,0,0,5,0,0,0,0,5
"Rockfish, group shelf..................",0,0,0,0,0,2,0,0,0,1,0,3,6
"Rockfish, group slope.................",0,0,0,0,30,0,0,184,"1,466","1,716",636,"6,606","10,638"
"Rockfish, kelp................................",87,140,0,0,29,37,36,89,15,26,69,29,556
"Rockfish, olive...............................",0,24,0,0,0,7,15,52,6,8,6,2,119
"Rockfish, rosethorn......................",0,0,0,0,0,0,0,0,14,0,0,1,15
"Rockfish, splitnose......................",0,0,0,0,1,0,0,5,"3,248",1,0,1,"3,256"
"Rockfish, starry.............................",0,2,0,0,0,7,17,8,15,3,1,3,55
"Rockfish, treefish.........................",386,209,0,0,289,487,750,512,339,301,317,267,"3,858"
"Rockfish, vermilion.......................","1,176","1,087",0,0,"1,172",821,"1,421","1,358","1,507","1,489","1,295","1,738","13,064"
"Rockfish, widow............................",0,0,0,0,0,0,0,0,0,3,0,0,3
"Rockfish, yellowtail......................",5,7,0,0,0,32,16,34,113,4,0,47,259
Sablefish.........................................,"63,550","73,659","41,447","32,411","37,450","282,089","226,508","160,687","246,188","231,737","219,834","274,911","1,890,471"
"Salmon, Chinook...........................",0,0,0,0,"4,647","6,195",527,"1,145",0,0,0,0,"12,514"
"Sanddab, Pacific..........................",0,0,0,0,0,3,5,12,5,2,0,0,27
Sanddab..........................................,5,0,40,165,0,0,0,0,0,0,0,17,227
"Seabass, white.............................",88,377,"1,844",0,0,121,"1,274","7,749","3,246","1,191",0,8,"15,898"
"Shark, Pacific angel.....................",269,15,43,21,118,14,0,0,55,13,171,147,866
"Shark, brown smoothhound.......",0,0,6,0,0,0,0,0,5,0,0,0,12
"Shark, leopard...............................",0,0,0,0,8,0,50,0,0,85,0,0,143
"Shark, sevengill............................",0,65,0,0,233,64,0,18,0,87,0,0,467
"Shark, shortfin mako....................",0,0,0,0,0,0,0,0,"1,344","4,042","1,206",56,"6,648"
"Shark, sixgill...................................",0,0,0,0,0,0,0,0,0,7,0,0,7
"Shark, soupfin...............................",0,33,107,0,0,0,0,0,0,181,155,0,475
