Species,January,February,March,April,May,June,July,August,September,October,November,December,,Landings
"Sheephead, California.................",321,343,0,0,142,24,149,99,29,167,70,190,,"1,534"
"Skate, longnose............................",204,0,0,130,0,0,0,8,0,43,0,0,,385
"Skate, unspecified.......................",18,0,0,0,0,21,0,0,12,0,0,0,,51
"Sole, Dover.....................................","7,850","2,961","8,280","4,757","3,979","2,675","14,652","13,517","16,337","7,017","5,140","5,593",,"92,758"
"Sole, English..................................",194,168,228,514,325,77,"2,054","1,178",0,0,0,0,,"4,738"
"Sole, fantail....................................",0,215,235,0,0,0,0,2,0,0,0,0,,452
"Sole, petrale...................................","18,571",912,"2,355","6,410","14,041","1,892","6,983","5,069","9,864","9,650","13,029","19,588",,"108,364"
"Sole, rex..........................................",1,0,3,0,0,0,102,0,0,0,0,0,,106
"Sole, rock........................................",6,2,0,0,3,2,3,4,10,18,0,0,,49
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Sole, sand......................................",124,0,71,0,9,0,1,0,2,41,7,26,280
"Sole, unspecified..........................",1,136,0,53,0,0,2,2,0,20,0,0,214
"Sunfish, ocean..............................",0,0,0,0,0,0,0,0,0,0,0,9,9
"Surfperch, barred..........................","2,716","4,401",673,552,0,0,0,"1,626",545,656,528,"1,507","13,203"
"Surfperch, black............................",0,3,0,0,0,0,0,0,0,0,0,0,3
"Surfperch, calico..........................",48,202,102,76,0,0,0,27,30,11,79,73,648
"Surfperch, pile...............................",0,1,0,0,0,0,40,0,0,0,0,0,41
"Surfperch, rubberlip.....................",6,0,0,0,0,0,4,0,0,0,0,0,11
"Surfperch, silver...........................",0,0,0,0,0,0,0,0,2,0,0,0,2
"Surfperch, unspecified................",529,15,0,0,0,0,0,0,5,0,0,0,548
Swordfish........................................,0,0,0,0,0,0,0,754,0,"5,134","16,752","4,528","27,168"
"Thornyhead, longspine...............","1,863","1,717","1,705","3,548","1,340",852,"4,303","3,108","2,756","1,665",541,"1,338","24,736"
"Thornyhead, shortspine..............","11,844","11,972","7,478","7,803","5,264","3,159","8,720","8,001","9,069","6,343","2,674","8,176","90,502"
"Tuna, albacore..............................",0,0,0,0,0,0,0,0,"2,293",0,0,0,"2,293"
"Tuna, bluefin..................................",0,0,0,0,0,0,0,0,0,21,"2,494","5,216","7,731"
"Tuna, yellowfin..............................",0,0,0,0,0,0,0,0,0,93,0,0,93
"Turbot, curlfin................................",0,0,0,0,0,0,0,0,0,0,12,0,12
Turbot..............................................,0,297,47,0,0,0,0,0,0,7,36,0,387
"Whitefish, ocean...........................",99,24,0,0,13,18,5,29,19,15,0,0,221
"Whiting, Pacific.............................",0,0,0,0,0,0,0,0,0,3,0,0,3
Crustaceans,,,,,,,,,,,,,
"Crab, Dungeness..........................",0,0,"10,248","255,266","358,853","156,606",0,0,0,0,"22,260","67,611","870,844"
"Crab, brown rock...........................",0,0,0,0,0,"2,327","8,783","9,574","12,221","7,805","1,815",0,"42,525"
"Crab, red rock................................",0,0,789,"2,047","2,919","3,182","2,831","7,960","6,852","7,787","2,359",696,"37,422"
"Crab, rock unspecified................","1,124","1,450","1,030","3,416","2,256","1,011","3,730","5,705","6,084","1,898","1,587","2,754","32,043"
"Crab, spider....................................",44,0,0,0,0,0,10,29,220,6,66,0,374
"Crab, yellow rock..........................",0,0,0,0,0,100,"2,615",787,"1,600",226,0,0,"5,328"
"Lobster, California spiny.............",0,0,0,0,0,0,0,0,0,674,0,0,674
"Prawn, ridgeback..........................",0,0,0,0,0,0,0,0,0,0,0,117,117
"Prawn, spot....................................","1,637","2,009","1,517","1,364",800,0,0,"3,862","1,826","2,468","2,697","3,068","21,249"
"Shrimp, bay....................................",0,21,0,0,0,0,0,0,0,0,0,0,21
"Shrimp, ocean (pink)....................",0,0,0,0,0,0,0,"622,236","95,821",0,0,0,"718,057"
Echinoderms,,,,,,,,,,,,,
"Sea cucumber, warty...................",0,0,0,0,0,200,0,0,0,0,0,0,200
Mollusks,,,,,,,,,,,,,
"Octopus, unspecified..................",0,0,0,6,0,0,0,18,0,12,10,10,56
Species,January,February,March,April,May June,,July,August,September,October,November,December,,Landings
alifornia Waters,,,,,,,,,,,,,,
Mollusks,,,,,,,,,,,,,,
"Snail, sea........................................",0,0,0,0,0  0,,72,65,0,0,0,0,,137
"Squid, market.................................",0,0,0,0,0  0,,"784,969","603,936",0,0,"23,754",0,,"1,412,659"
"Whelk, Kellet's...............................",0,0,0,0,0  0,,0,"1,424","1,331","1,726",406,0,,"4,887"
Waters Area Total:,"174,833","184,995","151,728","357,045","514,789  268,803",,"954,357","1,469,966","358,496","315,363","159,527","229,136",,"5,139,039"
aters North Of State,,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,,
"Tuna, albacore..............................",0,0,0,0,0  0,,0,0,"2,831","9,560",0,0,,"12,391"
Waters Area Total:,0,0,0,0,0  0,,0,0,"2,831","9,560",0,0,,"12,391"
Grand Total:,"174,833","184,995","151,728","357,045","514,789  268,803",,"954,357","1,469,966","361,327","324,923","159,527","229,136",,"5,151,430"
"",,,,,*******************,,,,,,,,,
"",,,,,,,,,Total Records:,"16,148",,,,
"",,,,,End of Report,,,,,,,,,
