Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
Cabezon............................................,24,220,13,9,"1,172","1,133",974,652,"3,171",0,0,0,"7,367"
"Flounder, arrowtooth.........................","3,340","18,862","20,722","13,102","7,031","3,816","5,397","11,199","2,232","1,146",769,"1,060","88,676"
"Flounder, starry.................................",0,17,106,0,0,202,179,"2,146","1,700",0,0,0,"4,350"
"Flounder, unspecified........................",0,0,0,0,0,0,0,837,0,0,0,0,837
"Greenling, kelp..................................",4,118,0,0,166,98,198,22,0,0,0,0,605
Grenadier..........................................,0,"2,556","2,133",0,"2,113","5,498","4,255","32,973","17,578","4,522","4,845",0,"76,473"
"Halibut, California..............................",0,0,0,0,0,0,114,184,82,0,0,0,379
"Herring, Pacific - roe..........................","1,202",0,0,0,0,0,0,0,0,0,0,0,"1,202"
Lingcod.............................................,"1,049",862,351,265,"4,613","5,961","6,041","9,476","13,672","4,477",51,0,"46,819"
"Mackerel, Pacific...............................",0,0,0,0,0,0,0,0,4,0,0,0,4
"Rockfish, China.................................",0,41,18,0,105,240,174,169,606,96,109,26,"1,583"
"Rockfish, Pacific ocean perch...........",0,6,0,0,0,0,2,25,0,0,0,0,33
"Rockfish, black-and-yellow................",0,4,0,303,0,3,100,105,6,0,557,0,"1,077"
"Rockfish, black..................................",895,"3,312","4,955","6,117","14,455","17,669","21,884","25,539","30,437","13,860","7,872","10,093","157,088"
"Rockfish, blackgill..............................",0,0,0,0,0,0,0,468,2,0,0,0,470
"Rockfish, blue...................................",706,"2,442","1,937","2,131","1,057","2,389","1,901","3,745","1,263","1,076","1,757","4,374","24,775"
"Rockfish, bocaccio............................",0,0,0,15,60,0,7,3,18,0,0,0,103
"Rockfish, brown.................................",4,6,3,0,20,155,644,557,264,75,170,14,"1,911"
"Rockfish, canary................................",0,0,0,16,0,80,262,136,138,0,0,0,632
"Rockfish, chilipepper.........................",0,3,0,"24,343","26,931","3,795",159,552,"3,254",0,0,0,"59,037"
"Rockfish, copper...............................",4,131,0,0,153,938,694,836,"1,077",210,345,133,"4,521"
"Rockfish, darkblotched......................",302,"4,014",611,"1,816","3,274",820,353,"2,333","1,446",308,128,188,"15,593"
"Rockfish, gopher...............................",0,0,0,0,0,4,44,21,46,2,0,3,120
"Rockfish, grass.................................",0,11,0,0,56,271,97,301,49,0,0,0,785
"Rockfish, greenspotted......................",0,0,0,0,0,0,3,0,0,0,0,0,3
"Rockfish, greenstriped.......................",0,0,0,0,0,29,3,33,69,0,0,0,134
"Rockfish, group bolina.......................",0,0,0,0,6,0,8,0,0,0,0,0,14
"Rockfish, group deep nearshore........",0,0,6,0,0,0,0,0,0,0,0,0,6
"Rockfish, group red...........................",0,735,0,0,0,0,0,0,0,0,0,0,735
"Rockfish, group rosefish....................",0,"1,142",0,0,0,0,0,70,244,12,0,0,"1,468"
"Rockfish, group shelf.........................",0,0,0,12,0,28,21,134,14,8,41,0,258
"Rockfish, group slope........................","3,610","2,890",885,912,189,895,450,"4,884","2,284","1,561",706,386,"19,652"
"Rockfish, group small........................",182,887,399,4,0,19,0,0,0,0,0,0,"1,491"
"Rockfish, quillback............................",10,202,9,4,703,"1,500","1,798","1,551","2,202",812,699,203,"9,694"
"Rockfish, redbanded.........................",0,0,0,0,0,312,"2,037",614,13,6,0,44,"3,026"
"Rockfish, rosethorn...........................",0,0,0,0,0,0,0,2,0,0,0,0,2
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, rosy...................................",0,0,0,0,0,2,0,0,0,0,0,0,2
"Rockfish, splitnose............................",191,2,0,307,99,0,125,15,0,0,0,3,742
"Rockfish, unspecified........................",139,"1,096",220,56,10,4,2,410,0,0,0,0,"1,937"
"Rockfish, vermilion............................",34,142,58,37,234,722,688,844,"1,186",309,140,160,"4,554"
"Rockfish, widow................................",0,27,87,881,"9,780",691,0,1,41,0,0,0,"11,508"
"Rockfish, yellowtail............................",0,0,15,39,2,150,352,2,488,199,0,0,"1,247"
Sablefish...........................................,"24,962","40,777","48,075","42,976","36,712","107,453","94,424","167,190","203,003","211,128","131,660","54,365","1,162,725"
"Salmon, Chinook...............................",0,0,0,165,"2,895",545,"9,544","1,946","94,028",0,0,0,"109,122"
"Sanddab, Pacific...............................",0,0,0,0,0,"2,944",0,0,0,0,0,0,"2,944"
Sanddab............................................,0,0,0,0,"16,477","10,146","53,942","130,485","40,081",0,0,0,"251,131"
"Sculpin, staghorn..............................",0,0,0,0,0,66,28,0,0,0,2,0,96
"Skate, unspecified.............................",0,"7,210","8,886",0,0,"17,645","22,340","30,391","62,194","2,474","2,237","1,324","154,701"
"Smelt, night.......................................",96,"2,504","1,847","26,874","57,269","46,233","26,846","6,088",0,857,0,0,"168,614"
"Smelt, surf.........................................",0,0,0,322,"2,959","6,966","14,250","19,257","5,109",566,0,0,"49,429"
"Sole, Dover.......................................","154,615","230,739","350,724","266,817","109,352","194,595","207,276","192,991","209,230","162,662","202,607","14,730","2,296,338"
"Sole, English.....................................","50,812","62,027","9,864","4,033","24,320","68,335","42,448","53,913","68,122",0,0,0,"383,874"
"Sole, petrale......................................","246,916","142,044","68,355","3,242","33,670","53,324","86,938","81,107","158,236",0,"2,315",3,"876,150"
"Sole, rex............................................","21,294","46,777","26,005","16,089","14,796","17,923","10,927","28,056","24,374","8,199","10,471","3,968","228,879"
"Sole, sand.........................................",0,0,0,0,"3,740",0,37,"10,221",780,0,0,0,"14,778"
"Surfperch, barred..............................",0,0,0,85,0,0,0,0,0,0,98,0,183
"Surfperch, redtail...............................",261,"1,227","2,456","4,928",180,0,0,"13,130","4,732",136,126,0,"27,176"
"Thornyhead, longspine......................",340,"11,245","7,059","8,111","17,946","36,274","50,116","46,659","56,581","34,048","38,719",354,"307,452"
"Thornyhead, shortspine.....................","5,986","13,400","7,094","5,388","5,140","10,499","14,052","16,300","27,350","15,886","21,083",511,"142,689"
Thornyheads.....................................,0,571,128,194,0,0,"6,003","2,355",149,15,0,0,"9,415"
