Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern.............................","17,765","19,615",0,0,"14,000",0,0,"3,825","2,360",0,0,0,"57,565"
"Barracuda, California.........................",0,0,0,0,284,44,466,106,9,0,0,"1,749","2,658"
"Bass, giant sea.................................",14,146,207,22,93,126,140,0,0,0,0,113,860
"Bonito, Pacific...................................",0,0,0,0,"3,270","1,161",735,690,268,623,240,164,"7,151"
Cabezon............................................,19,10,0,0,402,71,220,85,0,39,0,19,866
Dolphin (fish)................................,0,0,0,0,0,28,291,"1,626","1,023",76,0,0,"3,043"
"Eel, California moray.........................",298,307,0,0,0,0,0,0,0,0,0,0,605
Escolar..............................................,0,0,0,0,0,40,0,0,0,0,0,0,40
"Grouper, broomtail............................",0,0,0,0,0,0,0,0,0,68,0,0,68
"Guitarfish, shovelnose.......................",0,0,0,0,0,0,0,38,0,0,0,0,38
Halfmoon...........................................,0,0,0,0,0,0,0,0,0,0,1,0,1
"Halibut, California..............................","1,038","3,521","2,961","4,893","3,023",941,"1,819",353,76,50,610,221,"19,507"
Jacksmelt..........................................,0,0,0,0,0,0,0,137,0,0,0,0,137
Lingcod.............................................,0,35,0,0,267,95,12,275,116,38,0,0,838
Louvar...............................................,21,0,0,0,0,43,0,0,215,310,771,280,"1,640"
"Mackerel, Pacific...............................",0,80,0,920,0,82,40,79,0,0,0,8,"1,209"
Opah.................................................,"5,856",100,0,0,649,88,149,0,"21,029","18,616","17,985","10,618","75,090"
Opaleye.............................................,0,0,0,0,0,0,0,0,0,0,0,35,35
"Rockfish, aurora................................",0,0,0,6,8,0,0,0,34,0,98,5,151
"Rockfish, bank..................................",0,0,0,296,493,"1,019",0,80,0,0,"1,326","1,447","4,661"
"Rockfish, blackgill..............................",288,0,594,61,352,706,457,764,134,"3,867","7,292","2,100","16,616"
"Rockfish, bocaccio............................",59,39,0,0,107,181,80,115,91,25,34,197,928
"Rockfish, bronzespotted....................",0,0,0,0,0,0,0,43,74,0,0,0,116
"Rockfish, brown.................................",0,3,0,0,5,111,0,0,0,0,0,7,126
"Rockfish, chilipepper.........................",0,0,0,0,0,0,0,0,44,0,0,0,44
"Rockfish, copper...............................",7,0,0,0,0,0,0,0,0,0,2,0,9
"Rockfish, gopher...............................",0,4,0,0,15,13,12,0,0,9,202,8,263
"Rockfish, grass.................................",0,0,0,0,24,1,3,0,0,0,0,0,28
"Rockfish, greenspotted......................",0,0,0,0,0,0,0,0,0,0,12,0,12
"Rockfish, group bolina.......................",0,0,0,0,0,0,0,0,0,0,1,0,1
"Rockfish, group deep nearshore........",19,7,0,0,146,10,54,5,50,0,0,0,291
"Rockfish, group nearshore................",0,0,0,0,0,0,0,4,0,2,4,0,10
"Rockfish, group red...........................",0,23,0,0,279,0,72,66,0,15,81,0,536
"Rockfish, group shelf.........................",573,552,225,791,782,179,389,433,666,62,268,393,"5,314"
"Rockfish, group slope........................",108,126,127,150,314,310,147,113,111,42,43,44,"1,635"
"Rockfish, kelp....................................",0,0,0,0,2,0,0,0,0,0,0,5,7
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, olive...................................",0,0,0,0,0,0,0,0,0,0,16,0,16
"Rockfish, splitnose............................",0,0,0,1,0,0,0,0,0,0,0,0,1
"Rockfish, starry.................................",0,0,0,0,1,0,0,0,2,0,0,0,2
"Rockfish, treefish...............................",0,2,0,0,3,2,48,0,8,0,102,6,171
"Rockfish, unspecified........................",0,5,0,0,0,3,0,7,0,0,0,360,375
"Rockfish, vermilion............................",0,0,0,45,2,84,0,29,0,0,45,44,249
Sablefish...........................................,"1,427","2,379","4,931","5,814","3,369","2,846","8,039","4,878","4,057","10,175","6,077","5,820","59,812"
Sanddab............................................,0,0,0,2,0,0,47,0,0,0,0,0,49
"Sardine, Pacific.................................","2,387","4,950",0,0,"8,745","11,700","6,750","2,925","1,575",0,0,0,"39,032"
"Scorpionfish, California.....................",20,118,0,0,38,13,48,71,55,11,23,12,409
"Seabass, white..................................",116,0,113,69,574,"7,448","22,366",63,0,764,527,830,"32,870"
"Shark, Pacific angel..........................",0,0,0,0,12,0,0,0,0,0,0,0,12
"Shark, bigeye thresher......................",0,0,0,0,0,0,54,834,894,539,426,45,"2,792"
"Shark, leopard...................................",487,153,0,17,179,0,200,99,0,0,56,78,"1,269"
"Shark, shortfin mako.........................",935,31,0,0,116,"1,404","3,653","1,180","6,751","7,187","10,026","5,137","36,420"
"Shark, soupfin...................................",484,336,360,389,"5,320","6,699","2,684",145,0,302,14,0,"16,732"
"Shark, thresher..................................","23,264","4,005",0,470,"14,035","4,518","8,755","1,325","20,130","10,147","10,542","9,876","107,067"
"Sheephead, California.......................","3,032","3,060",0,6,"6,184","3,451","3,523","3,013",698,"3,202","5,593","4,864","36,626"
"Sole, petrale......................................",0,3,0,0,0,0,0,0,0,12,5,0,20
"Sole, unspecified...............................",20,0,0,5,19,0,0,0,0,0,0,0,44
Swordfish..........................................,"26,679",145,0,0,0,"4,135","5,866","4,247","23,949","92,620","119,432","178,086","455,161"
"Thornyhead, longspine......................",223,375,896,854,154,229,505,175,401,277,330,295,"4,714"
"Thornyhead, shortspine.....................","6,371","3,383","15,670","14,818","3,345","5,151","11,860","17,528","14,033","15,069","13,045","10,530","130,803"
Thornyheads.....................................,0,571,0,0,0,0,0,445,0,0,0,0,"1,016"
"Tuna, albacore..................................",0,0,0,0,0,188,410,"1,141",0,"10,563",28,0,"12,330"
"Tuna, bluefin.....................................",0,0,0,0,0,25,423,0,0,35,73,0,556
"Tuna, skipjack...................................",0,0,0,0,0,0,0,0,65,"1,053","1,542",0,"2,660"
"Tuna, yellowfin..................................",0,0,0,0,0,89,328,"1,515","1,063",0,684,0,"3,679"
"Whitefish, ocean................................",19,0,3,0,165,28,198,0,4,0,4,2,423
"Whiting, Pacific.................................",0,0,0,0,0,0,0,0,0,0,0,4,4
Yellowtail...........................................,160,0,0,40,217,"1,205","6,290","3,027",581,762,228,"1,259","13,769"
