Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern................................",0,0,0,"2,700","9,900","16,247","1,125",0,0,0,0,0,"29,972"
"Barracuda, California...........................",0,0,634,423,984,534,162,710,0,0,0,0,"3,447"
"Bass, giant sea....................................",43,93,41,99,15,0,110,118,0,0,19,0,538
"Bonito, Pacific......................................",0,0,0,0,309,20,0,101,344,192,210,227,"1,403"
Cabezon..............................................,13,90,0,0,38,211,23,0,0,0,0,0,375
"Cod, Pacific..........................................",0,0,0,0,0,0,0,0,0,0,0,4,4
"Croaker, white......................................",0,0,400,0,0,0,174,0,0,0,0,0,574
Dolphin (fish)...................................,0,0,0,0,0,0,0,12,0,0,666,0,678
"Eel, California moray............................",41,0,0,0,0,0,0,0,0,260,0,0,301
Grenadier.............................................,0,0,0,0,0,80,0,0,0,0,0,0,80
"Guitarfish, shovelnose..........................",0,0,150,0,0,0,0,0,0,0,0,0,150
"Halibut, California.................................","4,459","4,185","2,941","2,093","1,689","1,324",574,906,255,215,141,266,"19,046"
Lingcod................................................,55,54,27,0,375,266,513,125,94,72,0,0,"1,581"
Louvar..................................................,38,0,0,36,0,0,0,423,887,"3,901","1,097",0,"6,383"
"Mackerel, Pacific..................................",0,0,30,"1,156",165,12,88,6,0,200,289,0,"1,946"
"Mackerel, jack......................................",0,0,0,0,20,0,0,0,0,0,980,"4,470","5,470"
Opah....................................................,"3,825",0,0,76,198,"2,486",147,831,"7,706","9,321","7,582","13,338","45,510"
Queenfish.............................................,718,90,331,395,991,"1,125","1,347",499,283,350,0,0,"6,128"
"Ray, bat...............................................",0,0,250,0,0,0,0,0,0,0,0,0,250
"Ray, unspecified..................................",0,0,0,31,0,0,0,0,0,0,0,0,31
"Rockfish, China....................................",0,0,0,0,0,0,0,5,0,0,0,0,5
"Rockfish, bank.....................................",0,0,0,0,0,"1,331",0,0,0,0,0,0,"1,331"
"Rockfish, blackgill.................................","3,792","1,599","2,772","2,028","1,638","7,307","6,100","5,364","3,722","2,291","1,073","1,752","39,438"
"Rockfish, brown...................................",0,3,0,0,0,0,0,0,0,0,0,0,3
"Rockfish, group black/blue...................",0,0,0,0,0,0,36,0,2,0,0,0,38
"Rockfish, group deepwater reds..........",0,0,0,0,0,0,0,4,0,0,0,0,4
"Rockfish, group nearshore...................",0,0,0,0,0,0,0,0,0,0,0,13,13
"Rockfish, group red..............................",4,0,0,0,0,0,0,0,16,0,0,0,20
"Rockfish, group shelf...........................",0,60,0,0,153,41,54,83,115,41,65,0,612
"Rockfish, group slope..........................",125,88,516,427,474,354,288,428,89,80,242,104,"3,215"
"Rockfish, olive......................................",1,0,0,0,0,0,0,0,0,0,0,0,1
"Rockfish, redbanded............................",0,0,0,0,0,0,0,0,0,5,0,0,5
"Rockfish, splitnose...............................",0,12,0,0,0,0,0,0,0,0,0,0,12
"Rockfish, starry....................................",0,0,0,0,0,0,0,2,0,0,0,0,2
"Rockfish, swordspine...........................",0,0,0,0,0,10,0,0,0,0,0,0,10
"Rockfish, treefish.................................",7,0,0,0,0,0,0,3,0,0,8,0,18
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, unspecified...........................",0,0,0,0,0,3,50,144,51,24,0,0,272
"Rockfish, vermilion...............................",0,0,0,0,0,0,0,0,10,0,0,0,10
"Rockfish, widow...................................",0,0,0,0,0,909,0,0,0,0,0,0,909
Sablefish..............................................,"11,606","7,364","13,466","6,576","3,966","22,287","13,693","12,472","3,604","3,140","3,367","3,775","105,316"
"Sanddab, Pacific..................................",0,0,160,0,0,0,0,0,0,0,0,0,160
"Sardine, Pacific....................................","25,650","6,900","3,715",0,0,0,0,0,"7,810","16,325","1,530",0,"61,930"
"Scorpionfish, California........................",2,0,0,0,28,111,62,45,0,75,39,2,364
"Seabass, white....................................",12,33,45,464,282,"32,563","12,322",718,0,0,0,0,"46,438"
"Shark, Pacific angel.............................",0,45,0,0,0,0,0,0,0,0,0,0,45
"Shark, bigeye thresher.........................",0,0,0,0,0,0,0,0,0,0,"2,508","2,474","4,982"
"Shark, leopard......................................",92,236,44,28,34,14,0,0,50,56,30,0,584
"Shark, pelagic thresher........................",0,0,0,0,0,0,0,0,496,"2,465",0,0,"2,961"
"Shark, shortfin mako............................",787,0,0,240,106,"1,745","2,814","3,024","11,924","19,473","7,723","8,944","56,780"
"Shark, soupfin......................................",60,169,259,250,887,"4,024","4,918","1,989",506,396,"2,343",0,"15,801"
"Shark, thresher....................................","68,606",0,54,"1,302","40,967","3,106","1,017",834,925,"5,309","8,234","13,192","143,547"
"Shark, unspecified...............................",0,107,0,0,0,0,0,0,0,0,0,0,107
"Sheephead, California..........................",943,"2,545",0,0,"2,287","6,953","7,407","1,597",732,314,"3,576","1,950","28,305"
"Smelts, true..........................................",0,0,0,0,0,17,0,0,0,0,0,0,17
"Sole, petrale.........................................",0,2,1,1,0,0,0,0,2,0,0,0,6
"Sole, unspecified..................................",2,0,0,0,8,0,0,0,0,0,0,0,10
"Surfperch, black...................................",0,0,0,0,0,0,30,0,0,0,0,0,30
Swordfish.............................................,"30,893",0,0,586,158,0,"4,343","5,097","35,529","71,007","66,967","56,807","271,387"
"Thornyhead, longspine.........................",0,0,32,373,0,278,144,364,52,0,0,0,"1,243"
"Thornyhead, shortspine.......................","6,911","3,746","13,360","3,425","10,165","9,599","16,842","11,806","6,643",5,37,87,"82,626"
Thornyheads........................................,0,0,0,0,0,347,0,0,0,0,0,0,347
"Tuna, albacore.....................................","2,232",0,0,0,0,"5,782","467,197","199,837","30,101","75,124","6,520","1,458","788,252"
"Tuna, bluefin........................................",521,0,0,0,0,0,"2,011","2,010",840,"2,996",480,480,"9,337"
"Tuna, skipjack......................................",0,0,0,0,0,0,0,0,"11,387",946,"4,456",6,"16,795"
"Tuna, yellowfin.....................................",0,306,0,0,0,73,178,681,"1,819","1,319",0,0,"4,376"
"Whitefish, ocean..................................",50,28,0,0,34,33,6,0,0,0,65,21,237
