Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Anchovy, northern........................","9,450","9,450",0,0,0,"9,017",0,"6,750",0,0,"9,225","9,674","53,566"
"Barracuda, California...................",0,0,0,0,0,0,21,0,20,0,0,0,41
"Bass, giant sea.............................",0,0,0,67,0,236,67,100,26,0,0,0,496
"Bass, kelp.......................................",0,0,0,0,0,0,22,0,0,0,0,0,22
"Bonito, Pacific...............................",0,0,0,0,0,0,30,0,0,0,0,0,30
Butterfish (Pacific pompano).....,0,0,0,0,0,0,0,0,0,0,0,"1,185","1,185"
Cabezon..........................................,55,114,7,0,194,191,61,126,42,58,17,115,979
"Corvina, shortfin...........................",0,0,0,0,17,0,0,0,0,0,0,0,17
Dolphin (fish).................................,0,0,0,0,0,0,0,763,166,99,0,0,"1,027"
"Eel, California moray....................",0,9,0,0,21,20,18,39,0,0,88,"1,115","1,310"
"Fish, unspecified..........................",0,0,0,0,19,19,4,5,0,0,0,0,47
"Guitarfish, shovelnose................",0,0,0,0,0,0,0,0,32,0,81,0,113
Hagfishes.......................................,"6,331","5,230","5,075","10,030","29,193","12,903","11,543","7,710","3,603","1,125","2,794","1,943","97,480"
Halfmoon.........................................,0,0,0,0,0,0,0,5,2,2,0,0,9
"Halibut, California.........................",22,0,467,"1,056","2,610","2,359","1,916","5,400","3,431","1,008",774,"1,324","20,367"
"Kelpfish, giant................................",0,0,0,0,0,0,0,0,0,0,0,50,50
Lingcod............................................,0,0,0,25,13,45,6,14,0,6,0,0,109
"Lizardfish, California....................",0,0,0,0,0,0,0,0,0,0,0,56,56
Louvar..............................................,42,0,0,0,0,0,0,131,0,0,108,12,293
"Mackerel, Pacific..........................",0,0,0,0,0,0,0,0,0,0,37,0,37
"Mackerel, jack................................",0,0,0,0,0,"1,720",0,5,0,0,0,0,"1,725"
"Mackerel, unspecified.................",0,0,0,0,0,0,0,0,70,0,0,0,70
Opah................................................,"8,957",0,0,0,376,0,181,"3,205","2,150","2,130","2,496","2,405","21,900"
Opaleye...........................................,0,0,0,0,0,0,2,1,13,0,0,0,16
"Ray, bat...........................................",0,0,0,0,37,54,207,283,82,0,233,0,896
"Rockfish, Mexican........................",0,0,12,24,3,20,0,0,0,0,0,0,59
"Rockfish, aurora............................",0,0,4,1,0,0,0,0,0,0,0,0,5
"Rockfish, bank...............................",0,2,2,31,0,2,0,14,14,0,0,0,65
"Rockfish, black-and-yellow.......",0,1,0,0,0,0,0,0,0,0,0,0,1
"Rockfish, black..............................",0,0,0,0,28,0,0,20,0,0,0,0,48
"Rockfish, blackgill........................","10,008","5,751","11,354","9,705","4,587","11,932","17,535","15,327","3,700","2,057","2,619","1,562","96,136"
"Rockfish, blue................................",1,0,0,0,0,0,0,0,0,0,0,0,1
"Rockfish, bocaccio......................",6,0,0,36,18,424,7,228,37,10,44,37,846
"Rockfish, brown............................",2,0,0,0,84,102,52,37,1,7,0,0,284
"Rockfish, chilipepper...................",0,0,3,2,18,0,0,98,0,0,0,0,121
"Rockfish, copper...........................",7,0,0,0,4,17,3,14,8,2,0,0,55
Species,January,February,March,April,May,June,July,August,September,October,November,December,Landings
California Waters,,,,,,,,,,,,,
Fishes,,,,,,,,,,,,,
"Rockfish, flag.................................",0,0,0,3,0,3,0,5,4,0,0,0,15
"Rockfish, gopher...........................",12,24,0,0,19,15,17,22,981,0,0,0,"1,090"
"Rockfish, grass.............................",2,3,0,0,0,94,18,12,2,0,0,3,134
"Rockfish, greenblotched.............",0,0,0,110,0,0,0,0,0,0,0,0,110
"Rockfish, greenspotted...............",0,0,0,0,1,82,4,12,19,6,3,0,127
"Rockfish, greenstriped................",0,0,0,14,0,0,0,0,0,0,0,0,14
"Rockfish, group bocaccio/chili.",0,0,0,0,0,0,60,0,0,0,0,0,60
"Rockfish, group red......................",0,0,0,10,0,165,0,17,0,0,0,0,192
"Rockfish, group shelf..................",63,0,0,0,0,13,47,0,0,0,0,0,123
"Rockfish, group slope.................",0,0,0,0,0,0,510,0,348,0,0,0,858
"Rockfish, honeycomb..................",0,0,0,0,0,6,1,0,0,0,0,0,7
"Rockfish, kelp................................",0,3,0,15,0,10,50,0,6,0,0,0,84
"Rockfish, olive...............................",0,0,0,0,6,0,0,0,0,0,0,0,6
"Rockfish, speckled.......................",0,0,0,8,0,8,0,0,2,0,0,0,18
"Rockfish, splitnose......................",50,10,19,72,6,73,21,0,22,61,24,51,409
"Rockfish, starry.............................",0,0,0,0,7,29,5,5,4,1,2,3,57
"Rockfish, treefish.........................",15,3,0,0,4,24,52,0,0,0,0,0,99
"Rockfish, unspecified..................",0,0,25,0,18,61,605,157,0,0,0,22,887
"Rockfish, vermilion.......................",0,0,0,450,20,308,81,382,119,15,29,11,"1,414"
Sablefish.........................................,"11,433","8,834","16,740","9,789","6,637","16,933","9,561","8,882","13,439","5,377","13,592","5,154","126,371"
Sanddab..........................................,0,0,3,0,37,31,76,263,0,7,0,0,417
"Sardine, Pacific.............................","22,275","4,725","1,350","28,515","24,075","46,207","35,980","17,810","2,250","26,066","4,480",0,"213,733"
Sargo...............................................,0,0,0,0,4,1,0,14,3,0,0,0,22
"Scorpionfish, California...............",2,19,0,4,17,5,12,0,4,4,0,2,68
"Seabass, white.............................",0,0,0,104,35,"13,432","42,303","6,587","1,066","2,496",901,0,"66,924"
"Shark, Pacific angel.....................",0,0,0,0,0,0,30,0,0,0,0,0,30
"Shark, blue.....................................",0,0,0,0,0,15,0,0,12,0,88,0,115
"Shark, brown smoothhound.......",0,0,0,0,0,0,0,0,0,0,264,0,264
"Shark, leopard...............................",27,0,30,0,20,47,40,0,23,0,384,0,571
"Shark, pelagic thresher...............",0,595,62,0,0,0,0,0,0,0,0,0,657
"Shark, salmon................................",238,0,0,0,0,0,0,0,0,0,0,0,238
"Shark, sevengill............................",0,0,0,0,33,0,0,0,0,0,0,0,33
"Shark, shortfin mako....................",782,0,124,0,646,"1,747","2,632","2,326",376,"1,365","3,214","1,627","14,837"
"Shark, sixgill...................................",0,0,0,0,0,0,0,0,0,0,33,0,33
